,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
2006,189,FILE,20,STATIONARY,809817,31-Dec-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,89.7721,,,,,6.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,538.6326,54.0,,,,,14.0,1114.6326,,38086160.02,,,783755340.3,
2007,189,FILE,20,STATIONARY,809817,31-Dec-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,72.0,,,,,8.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,576.0,34.0,,,,,14.0,1114.6326,,38086160.02,,,783755340.3,
2016,189,FILE,20,STATIONARY,817359,30-Jan-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,165.0,,,,,2.0,1602,1602,BOX FILE EXECUTIVE LARGE EAGLE (Consumable-Local),NOS,330.0,0.0,,,,,5.0,599.3163,,38086160.02,,,783755340.3,
2017,189,FILE,20,STATIONARY,817359,30-Jan-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,89.7721,,,,,3.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,269.3163,34.0,,,,,5.0,599.3163,,38086160.02,,,783755340.3,
2022,189,FILE,20,STATIONARY,823082,19-Feb-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,89.7721,,,,,1.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,89.7721,21.0,,,,,1.0,89.7721,,38086160.02,,,783755340.3,
2027,189,FILE,20,STATIONARY,828591,13-Mar-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,91.54604231,,,,,4.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,366.1841692,100.0,,,,,4.0,366.1841692,,38086160.02,,,783755340.3,
2028,189,FILE,20,STATIONARY,829610,22-Mar-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,72.0,,,,,15.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,1080.0,110.0,,,,,36.0,2885.190635,,38086160.02,,,783755340.3,
2029,189,FILE,20,STATIONARY,829610,22-Mar-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,72.0,,,,,6.0,5005,5005,FIBRE PAPER CLIP FILE (Consumable-Local),NOS,432.0,34.0,,,,,36.0,2885.190635,,38086160.02,,,783755340.3,
2030,189,FILE,20,STATIONARY,829610,22-Mar-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,91.54604231,,,,,15.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,1373.190635,50.0,,,,,36.0,2885.190635,,38086160.02,,,783755340.3,
2034,189,FILE,20,STATIONARY,833522,01-Apr-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,72.0,,,,,1.0,5005,5005,FIBRE PAPER CLIP FILE (Consumable-Local),NOS,72.0,33.0,,,,,1.0,72.0,,38086160.02,,,783755340.3,
2047,189,FILE,20,STATIONARY,841888,07-May-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,91.54604231,,,,,2.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,183.0920846,14.0,,,,,2.0,183.0920846,,38086160.02,,,783755340.3,
2050,189,FILE,20,STATIONARY,849817,12-Jun-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,166.8070833,,,,,2.0,1602,1602,BOX FILE EXECUTIVE LARGE EAGLE (Consumable-Local),NOS,333.6141667,15.0,,,,,2.0,333.6141667,,38086160.02,,,783755340.3,
2055,189,FILE,20,STATIONARY,862267,04-Aug-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,91.61714286,,,,,15.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,1374.257143,8.0,,,,,25.0,2124.257143,,38086160.02,,,783755340.3,
2056,189,FILE,20,STATIONARY,862267,04-Aug-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,75.0,,,,,10.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,750.0,47.0,,,,,25.0,2124.257143,,38086160.02,,,783755340.3,
2072,189,FILE,20,STATIONARY,863709,09-Aug-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,182.0,,,,,6.0,1602,1602,BOX FILE EXECUTIVE LARGE EAGLE (Consumable-Local),NOS,1092.0,0.0,,,,,6.0,1092.0,,38086160.02,,,783755340.3,
2077,189,FILE,20,STATIONARY,873722,20-Sep-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,75.0,,,,,10.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,750.0,177.0,,,,,20.0,1740.0,,38086160.02,,,783755340.3,
2078,189,FILE,20,STATIONARY,873722,20-Sep-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,99.0,,,,,10.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,990.0,106.0,,,,,20.0,1740.0,,38086160.02,,,783755340.3,
2425,206,GENERAL,13,COMPUTERS & ACCESSORIES,852447,24-Jun-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,2120.0,,,,,1.0,29205,29205,EXTENSION BOARD 3-PIN 6-PORT FLAT SOCKET  CLIPSAL (Consumable-Local),NOS,2120.0,6.0,,,,,1.0,2120.0,,38086160.02,,,783755340.3,
2428,206,GENERAL,13,COMPUTERS & ACCESSORIES,875442,27-Sep-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,2120.0,,,,,1.0,29205,29205,EXTENSION BOARD 3-PIN 6-PORT FLAT SOCKET  CLIPSAL (Consumable-Local),NOS,2120.0,2.0,,,,,1.0,2120.0,,38086160.02,,,783755340.3,
2431,206,GENERAL,16,TOOLS & INSTRUMENTS,787211,03-Oct-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,38000.0,,,,,2.0,18382,18382,JACK (HYDRAULIC TROLLY JACK) 2.5-TON FOR PALLET MODEL # GH-25 (Consumable-Local),NOS,76000.0,0.0,,,,,2.0,76000.0,,38086160.02,,,783755340.3,
2509,206,GENERAL,21,GENERAL MATERIAL,774147,05-Aug-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,350.0,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,350.0,6.0,,,,,3.0,570.0,,38086160.02,,,783755340.3,
2510,206,GENERAL,21,GENERAL MATERIAL,774147,05-Aug-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,110.0,,,,,2.0,18969,18969,BOX FILE PANDING BOX TYPE (I NO.2166) (Consumable-Local),PCS,220.0,0.0,,,,,3.0,570.0,,38086160.02,,,783755340.3,
2565,206,GENERAL,21,GENERAL MATERIAL,792128,22-Oct-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,350.0,,,,,2.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,700.0,24.0,,,,,2.0,700.0,,38086160.02,,,783755340.3,
2597,206,GENERAL,21,GENERAL MATERIAL,798320,16-Nov-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,350.0,,,,,2.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,700.0,10.0,,,,,2.0,700.0,,38086160.02,,,783755340.3,
2614,206,GENERAL,21,GENERAL MATERIAL,802932,03-Dec-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,350.0,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,350.0,4.0,,,,,5.0,460.0,,38086160.02,,,783755340.3,
2615,206,GENERAL,21,GENERAL MATERIAL,802932,03-Dec-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,27.5,,,,,4.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,110.0,44.0,,,,,5.0,460.0,,38086160.02,,,783755340.3,
2626,206,GENERAL,21,GENERAL MATERIAL,808220,24-Dec-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,371.4285714,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,371.4285714,18.0,,,,,1.0,371.4285714,,38086160.02,,,783755340.3,
2662,206,GENERAL,21,GENERAL MATERIAL,817359,30-Jan-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,30.404,,,,,1.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,30.404,51.0,,,,,1.0,30.404,,38086160.02,,,783755340.3,
2682,206,GENERAL,21,GENERAL MATERIAL,829610,22-Mar-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,30.404,,,,,3.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,91.212,21.0,,,,,3.0,91.212,,38086160.02,,,783755340.3,
2754,206,GENERAL,21,GENERAL MATERIAL,862267,04-Aug-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,374.6130031,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,374.6130031,13.0,,,,,3.0,440.6130031,,38086160.02,,,783755340.3,
2755,206,GENERAL,21,GENERAL MATERIAL,862267,04-Aug-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,33.0,,,,,2.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,66.0,21.0,,,,,3.0,440.6130031,,38086160.02,,,783755340.3,
2803,206,GENERAL,21,GENERAL MATERIAL,873722,20-Sep-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,4700.0,,,,,1.0,19339,19339,DOOR CLOSER NEW STAR MDL # HS-222 MADE BY JAPAN (Consumable-Local),PCS,4700.0,7.0,,,,,10.0,5669.0,,38086160.02,,,783755340.3,
2804,206,GENERAL,21,GENERAL MATERIAL,873722,20-Sep-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,99.0,,,,,5.0,18968,18968,BOX FILE KARONA (I NO.320) (Consumable-Local),PCS,495.0,0.0,,,,,10.0,5669.0,,38086160.02,,,783755340.3,
2805,206,GENERAL,21,GENERAL MATERIAL,873722,20-Sep-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,375.0,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,375.0,19.0,,,,,10.0,5669.0,,38086160.02,,,783755340.3,
2806,206,GENERAL,21,GENERAL MATERIAL,873722,20-Sep-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,33.0,,,,,3.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,99.0,87.0,,,,,10.0,5669.0,,38086160.02,,,783755340.3,
2842,206,GENERAL,21,GENERAL MATERIAL,877508,05-Oct-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,375.0,,,,,2.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,750.0,4.0,,,,,2.0,750.0,,38086160.02,,,783755340.3,
2860,206,GENERAL,21,GENERAL MATERIAL,886123,08-Nov-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,187.5,,,,,12.0,21124,21124,TEA CUP (Consumable-Local),PCS,2250.0,6.0,,,,,12.0,2250.0,,38086160.02,,,783755340.3,
2874,209,GLASS,21,GENERAL MATERIAL,857210,10-Jul-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,50.0,,,,,2.0,17060,17060,GLASS (GLASS FOR WATER) (Consumable-Local),NOS,100.0,10.0,,,,,2.0,100.0,,38086160.02,,,783755340.3,
3365,246,INK,20,STATIONARY,774147,05-Aug-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,30.0,,,,,7.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,210.0,0.0,,,,,7.0,210.0,,38086160.02,,,783755340.3,
3366,246,INK,20,STATIONARY,792128,22-Oct-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,24.25,,,,,4.0,13897,13897,STAMP PAD INK BLUE (Consumable-Local),NOS,97.0,16.0,,,,,4.0,97.0,,38086160.02,,,783755340.3,
3367,246,INK,20,STATIONARY,798320,16-Nov-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,24.25,,,,,4.0,13897,13897,STAMP PAD INK BLUE (Consumable-Local),NOS,97.0,12.0,,,,,16.0,461.56,,38086160.02,,,783755340.3,
3368,246,INK,20,STATIONARY,798320,16-Nov-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,30.38,,,,,12.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,364.56,48.0,,,,,16.0,461.56,,38086160.02,,,783755340.3,
3370,246,INK,20,STATIONARY,802932,03-Dec-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,24.25,,,,,4.0,13897,13897,STAMP PAD INK BLUE (Consumable-Local),NOS,97.0,8.0,,,,,10.0,279.28,,38086160.02,,,783755340.3,
