,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
208,32,BELT,18,MECHANICAL,791784,22-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,275.0,,,,,12.0,15713,15713,V-BELT A-81 (Consumable-Local),NOS,3300.0,0.0,,,,,24.0,6180.0,,38086160.02,,,783755340.3,
237,34,BIN,21,GENERAL MATERIAL,794327,31-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,2800.0,,,,,10.0,7176621002,7176621002,DUST BIN 100 LTR (CHERRY PLASTIC) (L-C) (Consumable-Local),NOS,28000.0,5.0,,,,,10.0,28000.0,,38086160.02,,,783755340.3,
281,41,BOARD,17,ELECTRICAL,763348,24-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,65700.0,,,,,1.0,46758,46758,MOTHER BOARD CARD WITH MEMORY CARD FOR DELTA QUILTING MODEL HFJ.26 F2 (Consumable-Local),NOS,65700.0,1.0,,,,,1.0,65700.0,,38086160.02,,,783755340.3,
317,42,BOBBIN,11,SPARE PARTS,755321,07-May-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,65.0,,,,,2.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,130.0,35.0,,,,,2.0,130.0,,38086160.02,,,783755340.3,
324,42,BOBBIN,11,SPARE PARTS,765248,27-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,65.0,,,,,4.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,260.0,12.0,,,,,4.0,260.0,,38086160.02,,,783755340.3,
326,42,BOBBIN,11,SPARE PARTS,767684,07-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,65.0,,,,,1.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,65.0,6.0,,,,,1.0,65.0,,38086160.02,,,783755340.3,
327,42,BOBBIN,11,SPARE PARTS,768894,11-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,65.0,,,,,5.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,325.0,1.0,,,,,5.0,325.0,,38086160.02,,,783755340.3,
331,42,BOBBIN,11,SPARE PARTS,774128,05-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,74.87654321,,,,,5.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,374.382716,62.0,,,,,15.0,434.382716,,38086160.02,,,783755340.3,
332,42,BOBBIN,11,SPARE PARTS,774128,05-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,6.0,,,,,10.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,60.0,190.0,,,,,15.0,434.382716,,38086160.02,,,783755340.3,
342,42,BOBBIN,11,SPARE PARTS,777270,20-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,74.87654321,,,,,15.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,1123.148148,14.0,,,,,45.0,1303.148148,,38086160.02,,,783755340.3,
343,42,BOBBIN,11,SPARE PARTS,777270,20-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,6.0,,,,,30.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,180.0,108.0,,,,,45.0,1303.148148,,38086160.02,,,783755340.3,
345,42,BOBBIN,11,SPARE PARTS,777369,20-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,6.0,,,,,20.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,120.0,108.0,,,,,30.0,868.7654321,,38086160.02,,,783755340.3,
346,42,BOBBIN,11,SPARE PARTS,777369,20-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,74.87654321,,,,,10.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,748.7654321,14.0,,,,,30.0,868.7654321,,38086160.02,,,783755340.3,
356,42,BOBBIN,11,SPARE PARTS,784669,22-Sep-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,22.0,,,,,14.0,18872,18872,BOBIN (DELTA) (Consumable-Local),PCS,308.0,8.0,,,,,16.0,1098.0,,38086160.02,,,783755340.3,
357,42,BOBBIN,11,SPARE PARTS,784669,22-Sep-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,395.0,,,,,2.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,790.0,16.0,,,,,16.0,1098.0,,38086160.02,,,783755340.3,
358,42,BOBBIN,11,SPARE PARTS,785760,28-Sep-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,395.0,,,,,2.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,790.0,14.0,,,,,2.0,790.0,,38086160.02,,,783755340.3,
363,42,BOBBIN,11,SPARE PARTS,788864,09-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,395.0,,,,,3.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1185.0,5.0,,,,,3.0,1185.0,,38086160.02,,,783755340.3,
370,42,BOBBIN,11,SPARE PARTS,794862,03-Nov-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,58.8,,,,,4.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,235.2,176.0,,,,,4.0,235.2,,38086160.02,,,783755340.3,
379,42,BOBBIN,11,SPARE PARTS,800003,24-Nov-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,58.8,,,,,1.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,58.8,124.0,,,,,1.0,58.8,,38086160.02,,,783755340.3,
381,42,BOBBIN,11,SPARE PARTS,800538,24-Nov-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,6.0,,,,,3.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,18.0,36.0,,,,,3.0,18.0,,38086160.02,,,783755340.3,
405,42,BOBBIN,11,SPARE PARTS,822907,24-Feb-21,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,69.02082019,,,,,2.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,138.0416404,277.0,,,,,2.0,138.0416404,,38086160.02,,,783755340.3,
601,46,BOOT,11,SPARE PARTS,755321,07-May-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,45.0,,,,,2.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,90.0,185.0,,,,,2.0,90.0,,38086160.02,,,783755340.3,
609,46,BOOT,11,SPARE PARTS,759622,02-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,450.0,,,,,4.0,40362,40362,BOOT PART # P502J-A (SIRUBA (Q) SAFETY MACHINE) (Consumable-Local),NOS,1800.0,4.0,,,,,4.0,1800.0,,38086160.02,,,783755340.3,
615,46,BOOT,11,SPARE PARTS,760438,06-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,45.0,,,,,3.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,135.0,133.0,,,,,3.0,135.0,,38086160.02,,,783755340.3,
621,46,BOOT,11,SPARE PARTS,763996,23-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,45.0,,,,,3.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,135.0,126.0,,,,,3.0,135.0,,38086160.02,,,783755340.3,
629,46,BOOT,11,SPARE PARTS,767684,07-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,45.0,,,,,2.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,90.0,110.0,,,,,12.0,120.0,,38086160.02,,,783755340.3,
630,46,BOOT,11,SPARE PARTS,767684,07-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,3.0,,,,,10.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,30.0,930.0,,,,,12.0,120.0,,38086160.02,,,783755340.3,
634,46,BOOT,11,SPARE PARTS,768894,11-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,45.0,,,,,4.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,180.0,97.0,,,,,4.0,180.0,,38086160.02,,,783755340.3,
656,46,BOOT,11,SPARE PARTS,776326,17-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,3.0,,,,,30.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,90.0,760.0,,,,,30.0,90.0,,38086160.02,,,783755340.3,
661,46,BOOT,11,SPARE PARTS,777270,20-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,3.0,,,,,15.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,45.0,693.0,,,,,30.0,720.0,,38086160.02,,,783755340.3,
662,46,BOOT,11,SPARE PARTS,777270,20-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,45.0,,,,,15.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,675.0,24.0,,,,,30.0,720.0,,38086160.02,,,783755340.3,
665,46,BOOT,11,SPARE PARTS,777369,20-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,3.0,,,,,10.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,30.0,693.0,,,,,20.0,480.0,,38086160.02,,,783755340.3,
666,46,BOOT,11,SPARE PARTS,777369,20-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,45.0,,,,,10.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,450.0,24.0,,,,,20.0,480.0,,38086160.02,,,783755340.3,
683,46,BOOT,11,SPARE PARTS,785760,28-Sep-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,3.0,,,,,20.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,60.0,573.0,,,,,20.0,60.0,,38086160.02,,,783755340.3,
698,46,BOOT,11,SPARE PARTS,789780,13-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,3.0,,,,,30.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,90.0,343.0,,,,,30.0,90.0,,38086160.02,,,783755340.3,
722,46,BOOT,11,SPARE PARTS,800003,24-Nov-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,45.0,,,,,6.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,270.0,135.0,,,,,6.0,270.0,,38086160.02,,,783755340.3,
755,46,BOOT,11,SPARE PARTS,823848,25-Feb-21,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,2.403095238,,,,,20.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,48.06190476,1570.0,,,,,22.0,1328.061905,,38086160.02,,,783755340.3,
756,46,BOOT,11,SPARE PARTS,823848,25-Feb-21,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,640.0,,,,,2.0,18913,18913,BOOT (DELTA MACHINE) (Consumable-Local),PCS,1280.0,9.0,,,,,22.0,1328.061905,,38086160.02,,,783755340.3,
955,53,BREAKER,17,ELECTRICAL,769448,15-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,33100.0,,,,,1.0,7232221004,7232221004,"CIRCUIT BREAKER EASY PACT MODEL# CVS400F, 8KV, 220/240 40KA, 380/415 36KA, 400 A, 3P 3D (SCHNEIDER) (L-C) (Consumable-Local)",NOS,33100.0,0.0,,,,,1.0,33100.0,,38086160.02,,,783755340.3,
957,53,BREAKER,17,ELECTRICAL,785726,01-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,4944.0,,,,,1.0,2917,2917,CIRCUIT BREAKER 3P 100 AMP (Consumable-Local),NOS,4944.0,0.0,,,,,10.0,29064.0,,38086160.02,,,783755340.3,
958,53,BREAKER,17,ELECTRICAL,785726,01-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,2680.0,,,,,9.0,2898,2898,CIRCUIT BREAKER 20 AMP 3 POLE MINIATURE (Consumable-Local),NOS,24120.0,0.0,,,,,10.0,29064.0,,38086160.02,,,783755340.3,
983,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",763542,20-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,230.0,,,,,1.0,30056,30056,"PAINT BRUSH 3"" ELITE (Consumable-Local)",NOS,230.0,0.0,,,,,2.0,560.0,,38086160.02,,,783755340.3,
984,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",763542,20-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,330.0,,,,,1.0,36323,36323,"PAINT BRUSH 4"" (DOUBLE PLY SUPER) ELITE (Consumable-Local)",NOS,330.0,0.0,,,,,2.0,560.0,,38086160.02,,,783755340.3,
1036,60,BULB/LIGHT/LAMP,17,ELECTRICAL,794327,31-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,13000.0,,,,,4.0,5352121001,5352121001,TUBE LIGH - ROD UL-3500 (5') (---) (Consumable-Local),NOS,52000.0,0.0,,,,,7.0,56290.0,,38086160.02,,,783755340.3,
1037,60,BULB/LIGHT/LAMP,17,ELECTRICAL,794327,31-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,1430.0,,,,,3.0,50088,50088,TOWER LIGHT 3 COLORS 24 VDC (Consumable-Local),NOS,4290.0,0.0,,,,,7.0,56290.0,,38086160.02,,,783755340.3,
1119,68,CABLE,17,ELECTRICAL,766547,03-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,244.0,,,,,650.0,44250,44250,FLEXIBLE CABLE 4 CORE 4MM (FAST CABLE) (Fixed-Local),MTR,158600.0,0.0,,,,,650.0,158600.0,,38086160.02,,,783755340.3,
1257,79,CARD,17,ELECTRICAL,763348,24-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,60200.0,,,,,1.0,22491,22491,"X , Y CONTROL CARD HFJ 2BF-2 DELTA M/C(NEW] (Consumable-Local)",NOS,60200.0,1.0,,,,,1.0,60200.0,,38086160.02,,,783755340.3,
1310,89,CHAIR,21,GENERAL MATERIAL,786211,01-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,7000.0,,,,,10.0,1687122001,1687122001,VISITOR CHAIR MOVEABLE BLACK COLOR (---) (L-F) (Fixed-Local),NOS,70000.0,0.0,,,,,10.0,70000.0,,38086160.02,,,783755340.3,
1349,101,CLAMP,19,"HARDWARE MATERIAL, PIPE & FITTINGS",794327,31-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,40.0,,,,,16.0,15312,15312,"U-CLAMP 2"" (GI) (Consumable-Local)",NOS,640.0,0.0,,,,,44.0,2312.0,,38086160.02,,,783755340.3,
1350,101,CLAMP,19,"HARDWARE MATERIAL, PIPE & FITTINGS",794327,31-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,76.0,,,,,16.0,15311,15311,"U-CLAMP 1-1/2"" (Consumable-Local)",PCS,1216.0,0.0,,,,,44.0,2312.0,,38086160.02,,,783755340.3,
1351,101,CLAMP,19,"HARDWARE MATERIAL, PIPE & FITTINGS",794327,31-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,38.0,,,,,12.0,15306,15306,"U-CLAMP 1"" (Consumable-Local)",PCS,456.0,0.0,,,,,44.0,2312.0,,38086160.02,,,783755340.3,
1394,104,CLIP,19,"HARDWARE MATERIAL, PIPE & FITTINGS",794327,31-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,5.0,,,,,50.0,23940,23940,"CLIP (JUBLEE CLIP) 1/2"" (Consumable-Local)",NOS,250.0,0.0,,,,,100.0,700.0,,38086160.02,,,783755340.3,
1395,104,CLIP,19,"HARDWARE MATERIAL, PIPE & FITTINGS",794327,31-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,9.0,,,,,50.0,31018,31018,"JUBLEE CLIP 1"" (Consumable-Local)",NOS,450.0,0.0,,,,,100.0,700.0,,38086160.02,,,783755340.3,
1398,104,CLIP,21,GENERAL MATERIAL,769448,15-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,159.0,,,,,900.0,54075,54075,"CHAIN RUNNER (COMPLETE) WITH HOOK, UNIVERSAL JOINT, TWO RINGS AND ONE CLIP (Consumable-Local)",SET,143100.0,0.0,,,,,900.0,143100.0,,38086160.02,,,783755340.3,
1401,104,CLIP,21,GENERAL MATERIAL,776009,17-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,159.0,,,,,300.0,54075,54075,"CHAIN RUNNER (COMPLETE) WITH HOOK, UNIVERSAL JOINT, TWO RINGS AND ONE CLIP (Consumable-Local)",SET,47700.0,300.0,,,,,300.0,47700.0,,38086160.02,,,783755340.3,
1423,105,CLIPPER,21,GENERAL MATERIAL,758634,29-May-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,35.0,,,,,70.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,2450.0,334.0,,,,,70.0,2450.0,,38086160.02,,,783755340.3,
1429,105,CLIPPER,21,GENERAL MATERIAL,763480,20-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,35.0,,,,,25.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,875.0,105.0,,,,,25.0,875.0,,38086160.02,,,783755340.3,
1432,105,CLIPPER,21,GENERAL MATERIAL,764364,24-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,35.0,,,,,25.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,875.0,80.0,,,,,25.0,875.0,,38086160.02,,,783755340.3,
1438,105,CLIPPER,21,GENERAL MATERIAL,767762,07-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,35.0,,,,,40.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,1400.0,845.0,,,,,40.0,1400.0,,38086160.02,,,783755340.3,
1439,105,CLIPPER,21,GENERAL MATERIAL,767941,08-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,35.0,,,,,35.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,1225.0,810.0,,,,,35.0,1225.0,,38086160.02,,,783755340.3,
1444,105,CLIPPER,21,GENERAL MATERIAL,771218,22-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,35.0,,,,,40.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,1400.0,652.0,,,,,40.0,1400.0,,38086160.02,,,783755340.3,
1656,117,COMPRESSOR,18,MECHANICAL,764842,26-Jun-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,171000.0,,,,,1.0,7201921010,7201921010,"BELT DRIVE AIR COMPRESSOR, MODEL# FPK 30120 (FOUNTAIN) (L-C) (Consumable-Local)",NOS,171000.0,0.0,,,,,1.0,171000.0,,38086160.02,,,783755340.3,
1676,122,CONNECTOR,19,"HARDWARE MATERIAL, PIPE & FITTINGS",757548,19-May-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,58.0,,,,,24.0,10386,10386,PNEUMATIC CONNECTOR 8MM (Consumable-Local),NOS,1392.0,0.0,,,,,24.0,1392.0,,38086160.02,,,783755340.3,
1788,153,DIE,18,MECHANICAL,785726,01-Oct-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,65000.0,,,,,1.0,7262021001,7262021001,"SS POLY FILLING DIE SIZE L=110"", W=14"", H=6"" (...) (L-C) (Consumable-Local)",NOS,65000.0,0.0,,,,,1.0,65000.0,,38086160.02,,,783755340.3,
1801,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",766951,04-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,108.0,,,,,50.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,5400.0,100.0,,,,,50.0,5400.0,,38086160.02,,,783755340.3,
1860,170,DUCT,17,ELECTRICAL,766470,02-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,91.32,,,,,350.0,41201,41201,DURA DUCT 60 X 60 MM (Fixed-Local),RFT,31962.0,350.0,,,,,350.0,31962.0,,38086160.02,,,783755340.3,
1861,170,DUCT,17,ELECTRICAL,766547,03-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,91.32,,,,,350.0,41201,41201,DURA DUCT 60 X 60 MM (Fixed-Local),RFT,31962.0,0.0,,,,,350.0,31962.0,,38086160.02,,,783755340.3,
