,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
2840,206,GENERAL,21,GENERAL MATERIAL,875870,28-Sep-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,5150.0,,,,,6.0,28989,28989,STEAM PRESS SILVER STAR MOD # 203450 KOREA (Consumable-Local),NOS,30900.0,0.0,,,,,6.0,30900.0,,38086160.02,,,783755340.3,
2866,206,GENERAL,21,GENERAL MATERIAL,889829,22-Nov-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,213.67,,,,,148.5,21462,21462,WHITE OIL (FOR MACHINE) (Consumable-Local),LTR,31729.995,445.5,,,,,148.5,31729.995,,38086160.02,,,783755340.3,
3340,234,HOOTER,17,ELECTRICAL,824289,02-Mar-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,575.0,,,,,3.0,6726,6726,HOOTER 220 V MINI SIRON (Consumable-Local),NOS,1725.0,2.0,,,,,3.0,1725.0,,38086160.02,,,783755340.3,
3485,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,185.0,,,,,2.0,22799,22799,AIR FRESHNER LOTION ADMIRE 400ML (Consumable-Local),BOT,370.0,9.0,,,,,14.0,890.0,,38086160.02,,,783755340.3,
3486,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,85.0,,,,,2.0,14922,14922,TISSUE PAPER BOX ROSE PETAL (Consumable-Local),BOX,170.0,10.0,,,,,14.0,890.0,,38086160.02,,,783755340.3,
3487,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,35.0,,,,,10.0,14923,14923,TISSUE PAPER ROLL (Consumable-Local),ROL,350.0,0.0,,,,,14.0,890.0,,38086160.02,,,783755340.3,
3840,278,LOCK,19,"HARDWARE MATERIAL, PIPE & FITTINGS",830032,18-Mar-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,210.0958333,,,,,2.0,9647,9647,PAD LOCK 50 MM TRICIRCLE CHINA (Consumable-Local),NOS,420.1916667,10.0,,,,,2.0,420.1916667,,38086160.02,,,783755340.3,
4241,295,METER,16,TOOLS & INSTRUMENTS,877405,05-Oct-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,10950.0,,,,,1.0,33269,33269,METER (TONG TESTER KYORITSU DIGITAL CLAMP METER) KEW SNAP MODEL 2017 (Consumable-Local),NOS,10950.0,0.0,,,,,2.0,20450.0,,38086160.02,,,783755340.3,
4242,295,METER,16,TOOLS & INSTRUMENTS,877405,05-Oct-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,9500.0,,,,,1.0,29475,29475,DIGITAL MULTI METER MODEL# UT70B UNI-T (Consumable-Local),NOS,9500.0,0.0,,,,,2.0,20450.0,,38086160.02,,,783755340.3,
7127,309,OIL,12,"LUBRICATION, OIL GREASE, & CHEMICAL",863856,10-Aug-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,890.0,,,,,40.0,7736921001,7736921001,OIL PLATINUM 46-SS (---) (L-C) (Consumable-Local),LTR,35600.0,40.0,,,,,40.0,35600.0,,38086160.02,,,783755340.3,
7160,318,PAINT,19,"HARDWARE MATERIAL, PIPE & FITTINGS",830032,18-Mar-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,630.0,,,,,0.3,37138,37138,OIL PAINT LIME GREEN NIPPON (Consumable-Local),LTR,189.0,0.0,,,,,0.3,189.0,,38086160.02,,,783755340.3,
7424,326,PATTI,18,MECHANICAL,870656,09-Sep-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,104.5,,,,,100.0,7491621001,7491621001,"WOODEN SOLID PATTI (PARTAL)  2X4"" (---) (L-C) (Consumable-Local)",FT,10450.0,0.0,,,,,100.0,10450.0,,38086160.02,,,783755340.3,
7434,326,PATTI,19,"HARDWARE MATERIAL, PIPE & FITTINGS",870656,09-Sep-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,350.0,,,,,100.0,5567621001,5567621001,"WOODEN PATTI 2""X2""X8' (---) (Consumable-Local)",NOS,35000.0,0.0,,,,,700.0,77750.0,,38086160.02,,,783755340.3,
7435,326,PATTI,19,"HARDWARE MATERIAL, PIPE & FITTINGS",870656,09-Sep-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,261.25,,,,,100.0,43896,43896,"PATTI (WOODEN PATTI) 1"" X 2"" X 10' (Consumable-Local)",NOS,26125.0,0.0,,,,,700.0,77750.0,,38086160.02,,,783755340.3,
7436,326,PATTI,19,"HARDWARE MATERIAL, PIPE & FITTINGS",870656,09-Sep-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,33.25,,,,,500.0,5649821001,5649821001,"PARTAL WOOD PATTI (L: 12 FEET, W: 60 MM, TH: 20 MM) (---) (L-C) (Consumable-Local)",RFT,16625.0,0.0,,,,,700.0,77750.0,,38086160.02,,,783755340.3,
7469,333,PIPE,17,ELECTRICAL,879407,13-Oct-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,12.0,,,,,100.0,3247,3247,"CONDUTE PIPE 3/4"" (Consumable-Local)",RFT,1200.0,0.0,,,,,100.0,1200.0,,38086160.02,,,783755340.3,
9000,377,REMOVER,19,"HARDWARE MATERIAL, PIPE & FITTINGS",830032,18-Mar-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,300.0,,,,,0.76,9667,9667,PAINT REMOVER 3.64 LTR TIN HI-TONE BERGER (Consumable-Local),LTR,228.0,17.5,,,,,0.76,228.0,,38086160.02,,,783755340.3,
9122,392,SADDLE,18,MECHANICAL,879407,13-Oct-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,10.0,,,,,50.0,12159,12159,"SADDLE 3/4"" (PVC) (Consumable-Local)",NOS,500.0,100.0,,,,,50.0,500.0,,38086160.02,,,783755340.3,
9364,402,SEPARATOR,18,MECHANICAL,861285,31-Jul-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,34927.7,,,,,1.0,7620421001,7620421001,OIL SEPARATOR - SVC - P# 2090021 (---) (L-C) (Consumable-Local),NOS,34927.7,0.0,,,,,1.0,34927.7,,38086160.02,,,783755340.3,
9421,406,SHEET,19,"HARDWARE MATERIAL, PIPE & FITTINGS",870656,09-Sep-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,1330.0,,,,,10.0,24366,24366,"PLY WOOD SHEET 8' X 4' X 1/8"" (Consumable-Local)",NOS,13300.0,0.0,,,,,10.0,13300.0,,38086160.02,,,783755340.3,
10123,443,STATIONERY,20,STATIONARY,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,7.95,,,,,6.0,9821,9821,PENCIL DUX (Consumable-Local),NOS,47.7,206.0,,,,,34.0,817.58,,38086160.02,,,783755340.3,
10124,443,STATIONERY,20,STATIONARY,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,89.18,,,,,4.0,6621,6621,HIGH LIGHTER PEN YELLOW PELIKAN (Consumable-Local),PCS,356.72,48.0,,,,,34.0,817.58,,38086160.02,,,783755340.3,
10125,443,STATIONERY,20,STATIONARY,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,26.0,,,,,2.0,13913,13913,STAPLER PIN 24/6 (Consumable-Local),PKT,52.0,41.0,,,,,34.0,817.58,,38086160.02,,,783755340.3,
10126,443,STATIONERY,20,STATIONARY,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,120.14,,,,,2.0,22476,22476,CORRECTION PEN TYPE (UNI CORRECTION) (Consumable-Local),NOS,240.28,3.0,,,,,34.0,817.58,,38086160.02,,,783755340.3,
10127,443,STATIONERY,20,STATIONARY,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,6.16,,,,,2.0,9797,9797,PEN (BALL PEN) DOLLER CLEAR STICK (RED) (Consumable-Local),NOS,12.32,12.0,,,,,34.0,817.58,,38086160.02,,,783755340.3,
10128,443,STATIONERY,20,STATIONARY,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,6.16,,,,,6.0,9794,9794,PEN (BALL PEN) BLACK CLEAR STICK (Consumable-Local),NOS,36.96,79.0,,,,,34.0,817.58,,38086160.02,,,783755340.3,
10129,443,STATIONERY,20,STATIONARY,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,6.16,,,,,10.0,9795,9795,PEN (BALL PEN) BLUE CLEAR STICK (Consumable-Local),NOS,61.6,164.0,,,,,34.0,817.58,,38086160.02,,,783755340.3,
10130,443,STATIONERY,20,STATIONARY,793313,27-Oct-20,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,5.0,,,,,2.0,22459,22459,SHARPNER DUX (Consumable-Local),NOS,10.0,32.0,,,,,34.0,817.58,,38086160.02,,,783755340.3,
11137,465,TEE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",830032,18-Mar-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,190.4,,,,,2.0,14481,14481,"TEE 1"" (MS) (Consumable-Local)",NOS,380.8,12.0,,,,,2.0,380.8,,38086160.02,,,783755340.3,
11152,473,THERMOSTATE,17,ELECTRICAL,856757,09-Jul-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,475.0,,,,,2.0,14681,14681,THERMOSTAT PFN-MF 250 V FOR WATER COOLER (Consumable-Local),PCS,950.0,3.0,,,,,2.0,950.0,,38086160.02,,,783755340.3,
11491,561,PRINTER,13,COMPUTERS & ACCESSORIES,879859,14-Oct-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,24000.0,,,,,1.0,7190821004,7190821004,PRINTER LASER JET PRO M15W (HP) (L-C) (Consumable-Local),NOS,24000.0,3.0,,,,,1.0,24000.0,,38086160.02,,,783755340.3,
11563,694,GOLA,19,"HARDWARE MATERIAL, PIPE & FITTINGS",870656,09-Sep-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,17.1,,,,,50.0,5995021001,5995021001,"WOODEN HALF ROUND GOLA 3/4"" X 1/2"" (....) (L-C) (Consumable-Local)",RFT,855.0,0.0,,,,,50.0,855.0,,38086160.02,,,783755340.3,
