,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
284,41,BOARD,17,ELECTRICAL,838686,23-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,650.0,,,,,3.0,4856,4856,EXTENSION BOARD (Consumable-Local),NOS,1950.0,0.0,,,,,3.0,1950.0,,38086160.02,,,783755340.3,
415,42,BOBBIN,11,SPARE PARTS,833797,03-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,360.0,,,,,2.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,720.0,52.0,,,,,2.0,720.0,,38086160.02,,,783755340.3,
416,42,BOBBIN,11,SPARE PARTS,833807,03-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,6.891935484,,,,,5.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,34.45967742,410.0,,,,,7.0,172.5013178,,38086160.02,,,783755340.3,
417,42,BOBBIN,11,SPARE PARTS,833807,03-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,69.02082019,,,,,2.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,138.0416404,250.0,,,,,7.0,172.5013178,,38086160.02,,,783755340.3,
419,42,BOBBIN,11,SPARE PARTS,836654,14-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,360.0,,,,,2.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,720.0,48.0,,,,,2.0,720.0,,38086160.02,,,783755340.3,
423,42,BOBBIN,11,SPARE PARTS,836969,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,6.891935484,,,,,1.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,6.891935484,403.0,,,,,1.0,6.891935484,,38086160.02,,,783755340.3,
426,42,BOBBIN,11,SPARE PARTS,838182,22-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,360.0,,,,,3.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1080.0,36.0,,,,,3.0,1080.0,,38086160.02,,,783755340.3,
743,46,BOOT,11,SPARE PARTS,816955,30-Jan-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,38.73040752,,,,,2.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,77.46081505,277.0,,,,,2.0,77.46081505,,38086160.02,,,783755340.3,
771,46,BOOT,11,SPARE PARTS,833144,31-Mar-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,350.0,,,,,1.0,18918,18918,BOOT (M-732) (SAFETY) (Consumable-Local),PCS,350.0,17.0,,,,,1.0,350.0,,38086160.02,,,783755340.3,
774,46,BOOT,11,SPARE PARTS,833797,03-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2.737495665,,,,,30.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,82.12486995,3440.0,,,,,30.0,82.12486995,,38086160.02,,,783755340.3,
775,46,BOOT,11,SPARE PARTS,833807,03-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2.737495665,,,,,30.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,82.12486995,3440.0,,,,,30.0,82.12486995,,38086160.02,,,783755340.3,
780,46,BOOT,11,SPARE PARTS,836654,14-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,640.0,,,,,5.0,18913,18913,BOOT (DELTA MACHINE) (Consumable-Local),PCS,3200.0,0.0,,,,,5.0,3200.0,,38086160.02,,,783755340.3,
781,46,BOOT,11,SPARE PARTS,836969,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,38.73040752,,,,,10.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,387.3040752,188.0,,,,,16.0,2487.304075,,38086160.02,,,783755340.3,
782,46,BOOT,11,SPARE PARTS,836969,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,350.0,,,,,6.0,40362,40362,BOOT PART # P502J-A (SIRUBA (Q) SAFETY MACHINE) (Consumable-Local),NOS,2100.0,29.0,,,,,16.0,2487.304075,,38086160.02,,,783755340.3,
783,46,BOOT,11,SPARE PARTS,837997,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2.737495665,,,,,30.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,82.12486995,3410.0,,,,,30.0,82.12486995,,38086160.02,,,783755340.3,
784,46,BOOT,11,SPARE PARTS,838182,22-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2.737495665,,,,,20.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,54.7499133,3390.0,,,,,20.0,54.7499133,,38086160.02,,,783755340.3,
936,49,BOX,17,ELECTRICAL,745749,27-Feb-20,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,35.0,,,,,25.0,7640,7640,"LIGHT PLUG BACK BOX 3"" X 3"" (PVC) (Consumable-Local)",NOS,875.0,25.0,,,,,25.0,875.0,,38086160.02,,,783755340.3,
937,49,BOX,17,ELECTRICAL,750566,18-Mar-20,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,35.0,,,,,25.0,7640,7640,"LIGHT PLUG BACK BOX 3"" X 3"" (PVC) (Consumable-Local)",NOS,875.0,0.0,,,,,25.0,875.0,,38086160.02,,,783755340.3,
1248,77,CAPACITOR,17,ELECTRICAL,834467,10-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,90.0,,,for A-building,,10.0,22868,22868,CAPACITOR 3.5 UF FUJI (Consumable-Local),PCS,900.0,2.0,,,,,10.0,900.0,,38086160.02,,,783755340.3,
1279,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,865406,17-Aug-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,1600.0,,,,,1.0,7263321001,7263321001,CARTRIDGE TONER 44A BLACK (---) (L-C) (Consumable-Local),NOS,1600.0,2.0,,,,,1.0,1600.0,,38086160.02,,,783755340.3,
1281,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,871995,15-Sep-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,1600.0,,,,,1.0,7263321001,7263321001,CARTRIDGE TONER 44A BLACK (---) (L-C) (Consumable-Local),NOS,1600.0,0.0,,,,,1.0,1600.0,,38086160.02,,,783755340.3,
1302,86,CATCHER,22,ELECTRICAL EQUIPMENT,890545,26-Nov-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,5390.0,,,,,1.0,24208,24208,ELECTRIC FLY CATCHER 1-FEET WITH TWO TUBE LIGHT LIDO HANGING TYPE U.V (Consumable-Local),NOS,5390.0,11.0,,,,,1.0,5390.0,,38086160.02,,,783755340.3,
1514,105,CLIPPER,21,GENERAL MATERIAL,828937,13-Mar-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,35.0,,,,,25.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,875.0,1607.0,,,,,25.0,875.0,,38086160.02,,,783755340.3,
1653,117,COMPRESSOR,17,ELECTRICAL,820731,11-Feb-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,18500.0,,,,,1.0,28558,28558,"COMPRESSOR ROTARY TYPE 2-TON 24000 BTU LRA63 220V, 50HZ MITSUBISHI (Consumable-Local)",NOS,18500.0,3.0,,,,,1.0,18500.0,,38086160.02,,,783755340.3,
1659,122,CONNECTOR,17,ELECTRICAL,745749,27-Feb-20,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,92.0,,,,,4.0,14098,14098,STRIP (PVC CONECTOR STRIP 60 AMP) (Consumable-Local),NOS,368.0,20.0,,,,,19.0,848.0,,38086160.02,,,783755340.3,
1660,122,CONNECTOR,17,ELECTRICAL,745749,27-Feb-20,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,32.0,,,,,15.0,14097,14097,STRIP (PVC CONECTOR STRIP 16AMP 600V800V) APS (Consumable-Local),NOS,480.0,21.0,,,,,19.0,848.0,,38086160.02,,,783755340.3,
1701,144,CROCKERY,21,GENERAL MATERIAL,857606,13-Jul-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,63.0,,,,,16.0,16503,16503,SPOON (RICE SPOON) (Consumable-Local),NOS,1008.0,0.0,,,,,25.0,4340.0,,38086160.02,,,783755340.3,
1702,144,CROCKERY,21,GENERAL MATERIAL,857606,13-Jul-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,63.0,,,,,4.0,16910,16910,SPOON (TEA SPOON) (Consumable-Local),NOS,252.0,18.0,,,,,25.0,4340.0,,38086160.02,,,783755340.3,
1703,144,CROCKERY,21,GENERAL MATERIAL,857606,13-Jul-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,367.5,,,,,4.0,41880,41880,PLATE SMALL SIZE (GOOD QUALITY) FOR GUEST/CUSTOMER (Consumable-Local),NOS,1470.0,0.0,,,,,25.0,4340.0,,38086160.02,,,783755340.3,
1704,144,CROCKERY,21,GENERAL MATERIAL,857606,13-Jul-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,1610.0,,,,,1.0,41878,41878,CUP/SAUCER (GOOD QUALITY) FOR GUEST/CUSTOMER (Consumable-Local),SET,1610.0,0.0,,,,,25.0,4340.0,,38086160.02,,,783755340.3,
1823,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",847707,04-Jun-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,108.0,,,,,50.0,44838,44838,"CUTTING DISC 4"" (1 MM) SS RHODIUS (Consumable-Local)",NOS,5400.0,0.0,,,,,50.0,5400.0,,38086160.02,,,783755340.3,
1831,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",879651,13-Oct-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,108.0,,,,,50.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,5400.0,50.0,,,,,50.0,5400.0,,38086160.02,,,783755340.3,
2049,189,FILE,20,STATIONARY,847733,05-Jun-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,166.8070833,,,,,5.0,1602,1602,BOX FILE EXECUTIVE LARGE EAGLE (Consumable-Local),NOS,834.0354167,17.0,,,,,5.0,834.0354167,,38086160.02,,,783755340.3,
2080,189,FILE,20,STATIONARY,873760,20-Sep-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,75.0,,,,,5.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,375.0,177.0,,,,,5.0,375.0,,38086160.02,,,783755340.3,
2284,206,GENERAL,11,SPARE PARTS,809226,29-Dec-20,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.0,,,,,24.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,1560.0,364.0,,,,,24.0,1560.0,,38086160.02,,,783755340.3,
2288,206,GENERAL,11,SPARE PARTS,812185,11-Jan-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.0,,,,,24.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,1560.0,340.0,,,,,24.0,1560.0,,38086160.02,,,783755340.3,
2291,206,GENERAL,11,SPARE PARTS,814541,19-Jan-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.0,,,,,12.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,780.0,328.0,,,,,12.0,780.0,,38086160.02,,,783755340.3,
2292,206,GENERAL,11,SPARE PARTS,817186,28-Jan-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.0,,,,,12.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,780.0,316.0,,,,,12.0,780.0,,38086160.02,,,783755340.3,
2293,206,GENERAL,11,SPARE PARTS,817464,30-Jan-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.0,,,,,12.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,780.0,304.0,,,,,12.0,780.0,,38086160.02,,,783755340.3,
2295,206,GENERAL,11,SPARE PARTS,820336,10-Feb-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.29221591,,,,,12.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,783.5065909,340.0,,,,,12.0,783.5065909,,38086160.02,,,783755340.3,
2300,206,GENERAL,11,SPARE PARTS,821558,16-Feb-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.29221591,,,,,12.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,783.5065909,328.0,,,,,12.0,783.5065909,,38086160.02,,,783755340.3,
2304,206,GENERAL,11,SPARE PARTS,824168,24-Feb-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.29221591,,,,,12.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,783.5065909,316.0,,,,,12.0,783.5065909,,38086160.02,,,783755340.3,
2305,206,GENERAL,11,SPARE PARTS,825921,03-Mar-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.29221591,,,,,12.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,783.5065909,304.0,,,,,12.0,783.5065909,,38086160.02,,,783755340.3,
2313,206,GENERAL,11,SPARE PARTS,833797,03-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,3.9,,,,,30.0,21159,21159,TENSION SPRING (NORMAL)  (Consumable-Local),PCS,117.0,160.0,,,,,30.0,117.0,,38086160.02,,,783755340.3,
2314,206,GENERAL,11,SPARE PARTS,833807,03-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,3.9,,,,,50.0,21159,21159,TENSION SPRING (NORMAL)  (Consumable-Local),PCS,195.0,160.0,,,,,50.0,195.0,,38086160.02,,,783755340.3,
2318,206,GENERAL,11,SPARE PARTS,836969,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,74.28571429,,,,,3.0,21149,21149,TENSION POST (JUKI) (Consumable-Local),PCS,222.8571429,31.0,,,,,5.0,312.8571429,,38086160.02,,,783755340.3,
2319,206,GENERAL,11,SPARE PARTS,836969,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,45.0,,,,,2.0,20527,20527,POSITION FINGER (JUKI) (Consumable-Local),PCS,90.0,12.0,,,,,5.0,312.8571429,,38086160.02,,,783755340.3,
2320,206,GENERAL,11,SPARE PARTS,837997,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,45.0,,,,,4.0,20527,20527,POSITION FINGER (JUKI) (Consumable-Local),PCS,180.0,12.0,,,,,34.0,297.0,,38086160.02,,,783755340.3,
2321,206,GENERAL,11,SPARE PARTS,837997,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,3.9,,,,,30.0,21159,21159,TENSION SPRING (NORMAL)  (Consumable-Local),PCS,117.0,130.0,,,,,34.0,297.0,,38086160.02,,,783755340.3,
2322,206,GENERAL,11,SPARE PARTS,838182,22-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,3.9,,,,,10.0,21159,21159,TENSION SPRING (NORMAL)  (Consumable-Local),PCS,39.0,120.0,,,,,10.0,39.0,,38086160.02,,,783755340.3,
2345,206,GENERAL,11,SPARE PARTS,853050,25-Jun-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.29221591,,,,,24.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,1567.013182,112.0,,,,,24.0,1567.013182,,38086160.02,,,783755340.3,
2351,206,GENERAL,11,SPARE PARTS,860492,28-Jul-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,65.29221591,,,,,24.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,1567.013182,52.0,,,,,24.0,1567.013182,,38086160.02,,,783755340.3,
2424,206,GENERAL,13,COMPUTERS & ACCESSORIES,851589,18-Jun-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2120.0,,,,,1.0,29205,29205,EXTENSION BOARD 3-PIN 6-PORT FLAT SOCKET  CLIPSAL (Consumable-Local),NOS,2120.0,7.0,,,,,1.0,2120.0,,38086160.02,,,783755340.3,
2454,206,GENERAL,21,GENERAL MATERIAL,745749,27-Feb-20,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,1800.0,,,,,2.0,19678,19678,HAND OIL PUMP (FOR DRUM) (Consumable-Local),PCS,3600.0,0.0,,,,,12.0,4900.0,,38086160.02,,,783755340.3,
2455,206,GENERAL,21,GENERAL MATERIAL,745749,27-Feb-20,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,130.0,,,,,10.0,19790,19790,KEROSINE OIL (Consumable-Local),LTR,1300.0,0.0,,,,,12.0,4900.0,,38086160.02,,,783755340.3,
2666,206,GENERAL,21,GENERAL MATERIAL,821136,13-Feb-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,5.0,,,,,250.0,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,1250.0,1550.0,,,,,250.0,1250.0,,38086160.02,,,783755340.3,
2781,206,GENERAL,21,GENERAL MATERIAL,863338,07-Aug-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,374.6130031,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,374.6130031,0.0,,,,,1.0,374.6130031,,38086160.02,,,783755340.3,
2833,206,GENERAL,21,GENERAL MATERIAL,874877,24-Sep-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,375.0,,,,,3.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,1125.0,9.0,,,,,3.0,1125.0,,38086160.02,,,783755340.3,
2838,206,GENERAL,21,GENERAL MATERIAL,875032,27-Sep-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,183.75,,,,,5.0,21124,21124,TEA CUP (Consumable-Local),PCS,918.75,15.0,,,,,5.0,918.75,,38086160.02,,,783755340.3,
2875,209,GLASS,21,GENERAL MATERIAL,857606,13-Jul-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,50.0,,,,,10.0,17060,17060,GLASS (GLASS FOR WATER) (Consumable-Local),NOS,500.0,0.0,,,,,10.0,500.0,,38086160.02,,,783755340.3,
2888,211,GLOVES,21,GENERAL MATERIAL,847707,04-Jun-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,145.0,,,,,2.0,16123,16123,"WELDING GLOVES 12"" LEATHER (Consumable-Local)",PRS,290.0,10.0,,,,,2.0,290.0,,38086160.02,,,783755340.3,
2899,212,GOGGLES,21,GENERAL MATERIAL,847707,04-Jun-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,84.0,,,,,1.0,16124,16124,WELDING GOOGLES (Consumable-Local),PCS,84.0,4.0,,,,,1.0,84.0,,38086160.02,,,783755340.3,
2901,212,GOGGLES,21,GENERAL MATERIAL,886532,09-Nov-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,84.0,,,,,3.0,16124,16124,WELDING GOOGLES (Consumable-Local),PCS,252.0,0.0,,,,,3.0,252.0,,38086160.02,,,783755340.3,
2912,216,GRINDER,16,TOOLS & INSTRUMENTS,807777,23-Dec-20,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,5200.0,,,,,1.0,31217,31217,"BABY GRINDER 4"" MODEL: DWE-4001 800 WATTS,12000 RPM DEWALT (Consumable-Local)",NOS,5200.0,1.0,,,,,1.0,5200.0,,38086160.02,,,783755340.3,
2915,216,GRINDER,16,TOOLS & INSTRUMENTS,889844,22-Nov-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,5200.0,,,,,1.0,31217,31217,"BABY GRINDER 4"" MODEL: DWE-4001 800 WATTS,12000 RPM DEWALT (Consumable-Local)",NOS,5200.0,0.0,,,,,1.0,5200.0,,38086160.02,,,783755340.3,
2963,220,GUN,16,TOOLS & INSTRUMENTS,851178,21-Jun-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,1300.0,,,,,1.0,40611,40611,GUN (COLOR SPRAY GUN) WITH TANK 600ML (Consumable-Local),NOS,1300.0,1.0,,,,,1.0,1300.0,,38086160.02,,,783755340.3,
2991,222,HANDLE,21,GENERAL MATERIAL,857209,13-Jul-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,335.0,,,,,4.0,6352,6352,ALUMINIUM DOOR HANDLE (Consumable-Local),NOS,1340.0,0.0,,,,,10.0,1700.0,,38086160.02,,,783755340.3,
2992,222,HANDLE,21,GENERAL MATERIAL,857209,13-Jul-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,60.0,,,,,6.0,4120,4120,DOOR HANDLE (Consumable-Local),PCS,360.0,0.0,,,,,10.0,1700.0,,38086160.02,,,783755340.3,
3192,232,HOOK,11,SPARE PARTS,833807,03-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2850.0,,,,,4.0,45069,45069,HOOK KOBAN KHS 12 SPD2 (Consumable-Local),NOS,11400.0,8.0,,,,,4.0,11400.0,,38086160.02,,,783755340.3,
3195,232,HOOK,11,SPARE PARTS,836969,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2850.0,,,,,3.0,45069,45069,HOOK KOBAN KHS 12 SPD2 (Consumable-Local),NOS,8550.0,60.0,,,,,3.0,8550.0,,38086160.02,,,783755340.3,
3199,232,HOOK,11,SPARE PARTS,841660,06-May-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2850.0,,,,,2.0,45069,45069,HOOK KOBAN KHS 12 SPD2 (Consumable-Local),NOS,5700.0,50.0,,,,,2.0,5700.0,,38086160.02,,,783755340.3,
3312,232,HOOK,18,MECHANICAL,837997,21-Apr-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2300.0,,,,,4.0,6525921001,6525921001,SHUTTLE HOOK ASSY W/BOX P# P.51 (BROTHER MODEL# KE-430FX) (---) (L-C) (Consumable-Local),NOS,9200.0,1.0,,,,,4.0,9200.0,,38086160.02,,,783755340.3,
3315,232,HOOK,18,MECHANICAL,857882,14-Jul-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,2300.0,,,,,1.0,6525921001,6525921001,SHUTTLE HOOK ASSY W/BOX P# P.51 (BROTHER MODEL# KE-430FX) (---) (L-C) (Consumable-Local),NOS,2300.0,0.0,,,,,1.0,2300.0,,38086160.02,,,783755340.3,
