,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
216,32,BELT,18,MECHANICAL,852648,24-Jun-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,294.0,,,,,24.0,7763021001,7763021001,B-BELT NO. 1499MM (---) (L-C) (Consumable-Local),NOS,7056.0,0.0,,,,,144.0,67620.0,,38086160.02,,,783755340.3,
220,32,BELT,18,MECHANICAL,881573,22-Oct-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,250.0,,,,,12.0,7993021001,7993021001,B-BELT NO. 1473MM (---) (L-C) (Consumable-Local),NOS,3000.0,0.0,,,,,20.0,5488.0,,38086160.02,,,783755340.3,
221,32,BELT,18,MECHANICAL,881573,22-Oct-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,311.0,,,,,8.0,7992921001,7992921001,B-BELT NO. 1753MM (---) (L-C) (Consumable-Local),NOS,2488.0,0.0,,,,,20.0,5488.0,,38086160.02,,,783755340.3,
242,34,BIN,21,GENERAL MATERIAL,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,465.0,,,,,1.0,28482,28482,PLASTIC DUST BIN WITH PADEL (MEDIUM SIZE) (Consumable-Local),NOS,465.0,4.0,,,,,1.0,465.0,,38086160.02,,,783755340.3,
256,35,BIT,16,TOOLS & INSTRUMENTS,836737,15-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,3762.0,,,,,1.0,21680,21680,DRILL BIT BOX SET DORMER (Consumable-Local),SET,3762.0,2.0,,,,,1.0,3762.0,,38086160.02,,,783755340.3,
257,35,BIT,16,TOOLS & INSTRUMENTS,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,683.1,,,,,2.0,24460,24460,HILTI DRILL BIT 16 X 150 MM GERMANY (Consumable-Local),NOS,1366.2,2.0,,,,,15.0,11477.9,,38086160.02,,,783755340.3,
258,35,BIT,16,TOOLS & INSTRUMENTS,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,346.5,,,,,4.0,24458,24458,HILTI DRILL BIT 14 X 150 MM GERMANY (Consumable-Local),NOS,1386.0,2.0,,,,,15.0,11477.9,,38086160.02,,,783755340.3,
259,35,BIT,16,TOOLS & INSTRUMENTS,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,710.5,,,,,2.0,24455,24455,HILTI DRILL BIT 12 X 100 MM GERMANY (Consumable-Local),NOS,1421.0,0.0,,,,,15.0,11477.9,,38086160.02,,,783755340.3,
260,35,BIT,16,TOOLS & INSTRUMENTS,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,90.0,,,,,2.0,24451,24451,HILTI DRILL BIT 6 X 100 MM GERMANY (Consumable-Local),NOS,180.0,2.0,,,,,15.0,11477.9,,38086160.02,,,783755340.3,
261,35,BIT,16,TOOLS & INSTRUMENTS,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,3762.0,,,,,1.0,21680,21680,DRILL BIT BOX SET DORMER (Consumable-Local),SET,3762.0,1.0,,,,,15.0,11477.9,,38086160.02,,,783755340.3,
262,35,BIT,16,TOOLS & INSTRUMENTS,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,1617.0,,,,,2.0,24462,24462,HILTI DRILL BIT 20 X 400 MM GERMANY (Consumable-Local),NOS,3234.0,2.0,,,,,15.0,11477.9,,38086160.02,,,783755340.3,
263,35,BIT,16,TOOLS & INSTRUMENTS,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,64.35,,,,,2.0,6651,6651,HILTI DRILL BIT 5 MM (Consumable-Local),PCS,128.7,2.0,,,,,15.0,11477.9,,38086160.02,,,783755340.3,
277,36,BLADE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,445.5,,,,,30.0,16525,16525,"BLADE (POWER HACKSAW BLADE SINGLE SIDE) 14""X1"" (Consumable-Local)",NOS,13365.0,6.0,,,,,30.0,13365.0,,38086160.02,,,783755340.3,
982,58,BRUSH,18,MECHANICAL,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,59.4,,,,,30.0,6230521001,6230521001,"STEEL WIRE BRUSH 2"" WITH WOODEN HANDLE (---) (L-C) (Consumable-Local)",NOS,1782.0,0.0,,,,,30.0,1782.0,,38086160.02,,,783755340.3,
1031,58,BRUSH,21,GENERAL MATERIAL,837049,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,54.45,,,,,20.0,14019,14019,"STEEL WIRE BRUSH 1"" WITH WOOD HANDLE (Consumable-Local)",PCS,1089.0,0.0,,,,,20.0,1089.0,,38086160.02,,,783755340.3,
1041,60,BULB/LIGHT/LAMP,17,ELECTRICAL,813253,15-Jan-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,6000.0,,,,,10.0,6837522017,6837522017,LED/SMD FLOOD LIGHT 100WATT (OSAKA) (L-F) (Fixed-Local),NOS,60000.0,75.0,,,,,10.0,60000.0,,38086160.02,,,783755340.3,
1060,60,BULB/LIGHT/LAMP,17,ELECTRICAL,828504,12-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,5500.0,,,,,6.0,6540722001,6540722001,LED PANEL LIGHT 2'X2' (---) (L-F) (Fixed-Local),NOS,33000.0,4.0,,,,,6.0,33000.0,,38086160.02,,,783755340.3,
1099,64,BUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",824820,26-Feb-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,175.0,,,,,12.0,28126,28126,"BUSH 3/4"" X 1"" (SS) THREADED SCH-40 304 (Consumable-Local)",NOS,2100.0,0.0,,,,,12.0,2100.0,,38086160.02,,,783755340.3,
1100,64,BUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",841038,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,200.0,,,,,2.0,27587,27587,"BUSH (SS) 1"" X 1/2"" THREADED 304 (Fixed-Local)",NOS,400.0,0.0,,,,,30.0,5040.0,,38086160.02,,,783755340.3,
1101,64,BUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",841038,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,200.0,,,,,2.0,27586,27586,"BUSH (SS) 1"" X 3/4"" THREADED 304 (Fixed-Local)",NOS,400.0,0.0,,,,,30.0,5040.0,,38086160.02,,,783755340.3,
1102,64,BUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",841038,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,160.0,,,,,12.0,25287,25287,"BUSH 3/4"" X 1/4"" (SS) THREADED SCH-40 316 (Fixed-Local)",NOS,1920.0,0.0,,,,,30.0,5040.0,,38086160.02,,,783755340.3,
1103,64,BUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",841038,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,200.0,,,,,2.0,11992,11992,"REDUCER BUSH 1""X1/2"" (SS) (Fixed-Local)",NOS,400.0,0.0,,,,,30.0,5040.0,,38086160.02,,,783755340.3,
1104,64,BUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",841038,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,160.0,,,,,12.0,26903,26903,"BUSH 3/4"" X 1/2"" (SS) THREADED SCH-40 304 (Fixed-Local)",NOS,1920.0,0.0,,,,,30.0,5040.0,,38086160.02,,,783755340.3,
1178,68,CABLE,17,ELECTRICAL,827118,06-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,150.0,,,,,200.0,6351222009,6351222009,"CABLE 2.5MM, 3 CORE STANDARD 600/1000 (CRESENT) (L-F) (Fixed-Local)",MTR,30000.0,280.0,,,,,200.0,30000.0,,38086160.02,,,783755340.3,
1179,68,CABLE,17,ELECTRICAL,828178,12-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,150.0,,,,,280.0,6351222009,6351222009,"CABLE 2.5MM, 3 CORE STANDARD 600/1000 (CRESENT) (L-F) (Fixed-Local)",MTR,42000.0,0.0,,,,,280.0,42000.0,,38086160.02,,,783755340.3,
1189,68,CABLE,17,ELECTRICAL,833004,30-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,76.0,,,,,152.0,43644,43644,FLEXIBLE CABLE 2.5MM 4 CORE (FAST CABLE) (Fixed-Local),RFT,11552.0,0.0,,,,,415.0,112877.0,,38086160.02,,,783755340.3,
1190,68,CABLE,17,ELECTRICAL,833004,30-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,375.0,,,,,83.0,32192,32192,"PVC CABLE FLEXIBLE 4 MM, 4 CORE (Fixed-Local)",MTR,31125.0,0.0,,,,,415.0,112877.0,,38086160.02,,,783755340.3,
1191,68,CABLE,17,ELECTRICAL,833004,30-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,390.0,,,,,180.0,5466322001,5466322001,PVC CABLE FLEXIBLE 1.5 SQ MM 10 CORE (---) (Fixed-Local),MTR,70200.0,0.0,,,,,415.0,112877.0,,38086160.02,,,783755340.3,
1205,68,CABLE,17,ELECTRICAL,861258,31-Jul-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,133.0,,,,,90.0,6351122009,6351122009,"CABLE 0.75MM, 4 CORE FLEXIBLE 300/500 (CRESENT) (L-F) (Fixed-Local)",MTR,11970.0,0.0,,,,,3360.0,1200000.0,,38086160.02,,,783755340.3,
1206,68,CABLE,17,ELECTRICAL,861258,31-Jul-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,690.0,,,,,300.0,54411,54411,PVC FLEXIBLE CABLE 10 MM 3 CORE (Fixed-Local),MTR,207000.0,0.0,,,,,3360.0,1200000.0,,38086160.02,,,783755340.3,
1207,68,CABLE,17,ELECTRICAL,861258,31-Jul-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,2669.4,,,,,150.0,47366,47366,"CABLE 35SQ.MM, 4 CORE PVC/PVC  PAKISTAN CABLE (Fixed-Local)",MTR,400410.0,0.0,,,,,3360.0,1200000.0,,38086160.02,,,783755340.3,
1208,68,CABLE,17,ELECTRICAL,861258,31-Jul-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,395.0,,,,,500.0,47377,47377,"CABLE 6SQ.MM, 3 CORE PVC/PVC  PAKISTAN CABLE (Fixed-Local)",MTR,197500.0,0.0,,,,,3360.0,1200000.0,,38086160.02,,,783755340.3,
1209,68,CABLE,17,ELECTRICAL,861258,31-Jul-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,112.0,,,,,360.0,7725322016,7725322016,FLEXIBLE CABLE 0.75MM 5 CORE (FAST CABLE) (L-F) (Fixed-Local),MTR,40320.0,0.0,,,,,3360.0,1200000.0,,38086160.02,,,783755340.3,
1210,68,CABLE,17,ELECTRICAL,861258,31-Jul-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,270.0,,,,,360.0,7725222016,7725222016,FLEXIBLE CABLE 0.75MM 10 CORE (FAST CABLE) (L-F) (Fixed-Local),MTR,97200.0,0.0,,,,,3360.0,1200000.0,,38086160.02,,,783755340.3,
1211,68,CABLE,17,ELECTRICAL,861258,31-Jul-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,185.0,,,,,800.0,6752222001,6752222001,"CABLE 2.5 SQ.MM, 3 CORE COPPER PVC/PVC (---) (L-F) (Fixed-Local)",MTR,148000.0,0.0,,,,,3360.0,1200000.0,,38086160.02,,,783755340.3,
1212,68,CABLE,17,ELECTRICAL,861258,31-Jul-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,122.0,,,,,800.0,24558,24558,FLEXIBLE CABLE 1.5 MM 3 CORE (Fixed-Local),MTR,97600.0,0.0,,,,,3360.0,1200000.0,,38086160.02,,,783755340.3,
1289,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,878993,11-Oct-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,1200.0,,,,,1.0,7378321001,7378321001,RECYCLING OF  TONER 44-A BLACK (---) (L-C) (Consumable-Local),NOS,1200.0,3.0,,,,,1.0,1200.0,,38086160.02,,,783755340.3,
1346,101,CLAMP,18,MECHANICAL,840951,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,35.0,,,,,50.0,37417,37417,"U-CLAMP 2"" (GI) (Fixed-Local)",NOS,1750.0,0.0,,,,,50.0,1750.0,,38086160.02,,,783755340.3,
1648,117,COMPRESSOR,1,PLANT & MACHINERY,812798,15-Jan-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,695000.0,,,,,1.0,7444921010,7444921010,COMPRESSOR (BELT DRIVE AIR COMPRESSOR)  MODEL NO=FPK 200500 WORKING PRESSURE: 6 - 8 BAR / 115 PSI MAXIMUM PRESSURE: 10 BARS / 142 PSI (FOUNTAIN) (L-C) (Consumable-Local),NOS,695000.0,0.0,,,,,1.0,695000.0,,38086160.02,,,783755340.3,
1666,122,CONNECTOR,17,ELECTRICAL,825170,27-Feb-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,88.2,,,,,2.0,14098,14098,STRIP (PVC CONECTOR STRIP 60 AMP) (Consumable-Local),NOS,176.4,0.0,,,,,2.0,176.4,,38086160.02,,,783755340.3,
1667,122,CONNECTOR,17,ELECTRICAL,829603,20-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,175.75,,,,,5.0,3316,3316,CONNECTOR STRIP 100 AMP (PVC) (Consumable-Local),NOS,878.75,0.0,,,,,26.0,3390.213043,,38086160.02,,,783755340.3,
1668,122,CONNECTOR,17,ELECTRICAL,829603,20-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,28.0,,,,,2.0,3318,3318,CONNECTOR STRIP 15 AMP (Consumable-Local),PCS,56.0,0.0,,,,,26.0,3390.213043,,38086160.02,,,783755340.3,
1669,122,CONNECTOR,17,ELECTRICAL,829603,20-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,185.0,,,,,9.0,3317,3317,CONNECTOR STRIP 100 AMP 500V (Consumable-Local),PCS,1665.0,0.0,,,,,26.0,3390.213043,,38086160.02,,,783755340.3,
1670,122,CONNECTOR,17,ELECTRICAL,829603,20-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,79.04630435,,,,,10.0,3326,3326,CONNECTOR STRIP 60 AMP (PVC) (Consumable-Local),NOS,790.4630435,36.0,,,,,26.0,3390.213043,,38086160.02,,,783755340.3,
1705,144,CROCKERY,21,GENERAL MATERIAL,865261,17-Aug-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,10500.0,,,,,1.0,46778,46778,DINNER SET (BRAND OPALWARE - 72 PIECES-SET) (Consumable-Local),SET,10500.0,1.0,,,,,28.0,13790.0,,38086160.02,,,783755340.3,
1706,144,CROCKERY,21,GENERAL MATERIAL,865261,17-Aug-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,63.0,,,,,10.0,16503,16503,SPOON (RICE SPOON) (Consumable-Local),NOS,630.0,14.0,,,,,28.0,13790.0,,38086160.02,,,783755340.3,
1707,144,CROCKERY,21,GENERAL MATERIAL,865261,17-Aug-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,63.0,,,,,10.0,16910,16910,SPOON (TEA SPOON) (Consumable-Local),NOS,630.0,20.0,,,,,28.0,13790.0,,38086160.02,,,783755340.3,
1708,144,CROCKERY,21,GENERAL MATERIAL,865261,17-Aug-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,70.0,,,,,6.0,41877,41877,WATER GLASS (GOOD QUALITY) FOR GUEST/CUSTOMER (Consumable-Local),NOS,420.0,6.0,,,,,28.0,13790.0,,38086160.02,,,783755340.3,
1709,144,CROCKERY,21,GENERAL MATERIAL,865261,17-Aug-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,1610.0,,,,,1.0,41878,41878,CUP/SAUCER (GOOD QUALITY) FOR GUEST/CUSTOMER (Consumable-Local),SET,1610.0,2.0,,,,,28.0,13790.0,,38086160.02,,,783755340.3,
1743,146,CUTTER,11,SPARE PARTS,861753,04-Aug-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,74.13793103,,,,,6.0,19617,19617,GSM BLADE CUTTING GSM CUTTER (Consumable-Local),PCS,444.8275862,23.0,,,,,6.0,444.8275862,,38086160.02,,,783755340.3,
1753,146,CUTTER,16,TOOLS & INSTRUMENTS,835655,12-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,1633.5,,,for polyfill plant,,1.0,40386,40386,"BALE CUTTER 18"" (MAX POWER) (Consumable-Local)",NOS,1633.5,0.0,,,,,1.0,1633.5,,38086160.02,,,783755340.3,
1754,146,CUTTER,18,MECHANICAL,835655,12-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,2200.0,,,for polyfill plant,,2.0,16957,16957,"BALE CUTTER 24"" (Consumable-Local)",NOS,4400.0,0.0,,,,,2.0,4400.0,,38086160.02,,,783755340.3,
1756,146,CUTTER,19,"HARDWARE MATERIAL, PIPE & FITTINGS",829603,20-Mar-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,210.0,,,,,2.0,3763,3763,"CUTTER[HOLE SAW]H.S.S 1 1/4"" [32MM] 1/4"" (32MM) (Consumable-Local)",NOS,420.0,2.0,,,,,2.0,420.0,,38086160.02,,,783755340.3,
1757,146,CUTTER,19,"HARDWARE MATERIAL, PIPE & FITTINGS",849665,11-Jun-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,3600.0,,,,,1.0,6191,6191,GSM CUTTER (Consumable-Local),NOS,3600.0,0.0,,,,,1.0,3600.0,,38086160.02,,,783755340.3,
1758,146,CUTTER,19,"HARDWARE MATERIAL, PIPE & FITTINGS",866560,24-Aug-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,4000.0,,,,,3.0,6191,6191,GSM CUTTER (Consumable-Local),NOS,12000.0,0.0,,,,,3.0,12000.0,,38086160.02,,,783755340.3,
1795,156,DISC,16,TOOLS & INSTRUMENTS,868090,30-Aug-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,179.6466859,,,,,5.0,6148,6148,"GRINDING DISC 4"" FLEXOVIT (Consumable-Local)",PCS,898.2334294,30.0,,,,,5.0,898.2334294,,38086160.02,,,783755340.3,
1813,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",823108,20-Feb-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,108.0,,,,,10.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,1080.0,38.0,,,,,10.0,1080.0,,38086160.02,,,783755340.3,
1825,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",857497,14-Jul-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,108.0,,,,,50.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,5400.0,50.0,,,,,50.0,5400.0,,38086160.02,,,783755340.3,
1828,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",868090,30-Aug-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,108.0,,,,,25.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,2700.0,75.0,,,,,25.0,2700.0,,38086160.02,,,783755340.3,
1881,173,ELBOW,19,"HARDWARE MATERIAL, PIPE & FITTINGS",840951,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,181.7741935,,,,,25.0,28268,28268,"ELBOW 2"" (MS) SCH-40 (WELDED) (Fixed-Local)",NOS,4544.354839,6.0,,,,,45.0,15144.35484,,38086160.02,,,783755340.3,
1882,173,ELBOW,19,"HARDWARE MATERIAL, PIPE & FITTINGS",840951,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,530.0,,,,,20.0,32012,32012,"ELBOW 3"" (MS) SCH-40 (Fixed-Local)",NOS,10600.0,0.0,,,,,45.0,15144.35484,,38086160.02,,,783755340.3,
1883,173,ELBOW,19,"HARDWARE MATERIAL, PIPE & FITTINGS",841038,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,315.0,,,,,4.0,27577,27577,"ELBOW 1"" (SS) WELDED SCH-40 (304) (Fixed-Local)",NOS,1260.0,0.0,,,,,14.0,3760.0,,38086160.02,,,783755340.3,
1884,173,ELBOW,19,"HARDWARE MATERIAL, PIPE & FITTINGS",841038,17-May-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,250.0,,,,,10.0,51499,51499,"ELBOW 1"" SCH-40 THREADED (MS) (Fixed-Local)",NOS,2500.0,0.0,,,,,14.0,3760.0,,38086160.02,,,783755340.3,
2023,189,FILE,20,STATIONARY,823101,19-Feb-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,89.7721,,,,,2.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,179.5442,21.0,,,,,2.0,179.5442,,38086160.02,,,783755340.3,
2089,189,FILE,20,STATIONARY,874412,23-Sep-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,75.0,,,,,4.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,300.0,131.0,,,,,4.0,300.0,,38086160.02,,,783755340.3,
2115,191,FILTER,18,MECHANICAL,852912,24-Jun-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,6200.0,,,,,1.0,7575322001,7575322001,"GAS FILTER 2"" THREADED (---) (L-F) (Fixed-Local)",NOS,6200.0,0.0,,,,,2.0,9400.0,,38086160.02,,,783755340.3,
