,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
151,30,BELL,17,ELECTRICAL,880234,15-Oct-21,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,2035.0,,,,,2.0,43897,43897,"ALARAM BELL 12"" 220 V (Consumable-Local)",NOS,4070.0,2.0,,,,,2.0,4070.0,,38086160.02,,,783755340.3,
584,45,BOLT/NUT,19,"HARDWARE MATERIAL, PIPE & FITTINGS",869186,02-Sep-21,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,19.8,,,,,10.0,11066,11066,RAWAL BOLT 10X75 MM (Consumable-Local),NOS,198.0,20.0,,,,,10.0,198.0,,38086160.02,,,783755340.3,
1056,60,BULB/LIGHT/LAMP,17,ELECTRICAL,825737,02-Mar-21,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,6000.0,,,,,20.0,6837522017,6837522017,LED/SMD FLOOD LIGHT 100WATT (OSAKA) (L-F) (Fixed-Local),NOS,120000.0,0.0,,,,,23.0,124440.0,,38086160.02,,,783755340.3,
1057,60,BULB/LIGHT/LAMP,17,ELECTRICAL,825737,02-Mar-21,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,1480.0,,,,,3.0,7447422001,7447422001,"SURFACE MOUNTED DOWN LIGHT 11W LED (MODEL #(PIERLITE COARTS SERIES) CLS-SMDL, 12W,6000K) (---) (L-F) (Fixed-Local)",NOS,4440.0,26.0,,,,,23.0,124440.0,,38086160.02,,,783755340.3,
1070,60,BULB/LIGHT/LAMP,17,ELECTRICAL,841059,04-May-21,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,6000.0,,,,,7.0,6837522017,6837522017,LED/SMD FLOOD LIGHT 100WATT (OSAKA) (L-F) (Fixed-Local),NOS,42000.0,53.0,,,,,7.0,42000.0,,38086160.02,,,783755340.3,
1148,68,CABLE,17,ELECTRICAL,802144,01-Dec-20,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,186.67,,,,,70.0,44249,44249,FLEXIBLE CABLE 4 CORE 2.5MM (FAST CABLE) (Fixed-Local),MTR,13066.9,0.0,,,,,1183.0,2933615.38,,38086160.02,,,783755340.3,
1149,68,CABLE,17,ELECTRICAL,802144,01-Dec-20,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,810.82,,,,,160.0,7134022016,7134022016,"FLEXIBLE CABLE, 70MM, 1 CORE (FAST CABLE) (L-F) (Fixed-Local)",MTR,129731.2,0.0,,,,,1183.0,2933615.38,,38086160.02,,,783755340.3,
1150,68,CABLE,17,ELECTRICAL,802144,01-Dec-20,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,589.93,,,,,55.0,7133922016,7133922016,"FLEXIBLE CABLE, 50MM, 1 CORE (FAST CABLE) (L-F) (Fixed-Local)",MTR,32446.15,0.0,,,,,1183.0,2933615.38,,38086160.02,,,783755340.3,
1151,68,CABLE,17,ELECTRICAL,802144,01-Dec-20,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,3556.91,,,,,70.0,41256,41256,CABLE 4 CORE 70 MM2 (STANDARD) (Fixed-Local),MTR,248983.7,0.0,,,,,1183.0,2933615.38,,38086160.02,,,783755340.3,
1152,68,CABLE,17,ELECTRICAL,802144,01-Dec-20,,,90262,90262,YTML-Stitching-YTM-07-UNIT 31 YTM 7 Bldg D-Ground Floor-General-General,,,3893.32,,,,,500.0,5989422001,5989422001,"PVC CABLE 1,CORE 300 SQ,MM (---) (L-F) (Fixed-Local)",MTR,1946660.0,0.0,,,,,1183.0,2933615.38,,38086160.02,,,783755340.3,
