,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
9019,377,REMOVER,19,"HARDWARE MATERIAL, PIPE & FITTINGS",887680,15-Nov-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,300.0,,,,,21.84,9667,9667,PAINT REMOVER 3.64 LTR TIN HI-TONE BERGER (Consumable-Local),LTR,6552.0,14.56,,,,,21.84,6552.0,,38086160.02,,,783755340.3,
9124,392,SADDLE,18,MECHANICAL,879413,13-Oct-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,10.0,,,,,50.0,12159,12159,"SADDLE 3/4"" (PVC) (Consumable-Local)",NOS,500.0,100.0,,,,,50.0,500.0,,38086160.02,,,783755340.3,
11041,463,TAPE,17,ELECTRICAL,834559,06-Apr-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,28.0,,,,,5.0,11000,11000,PVC TAPE RED NITTO (Consumable-Local),PCS,140.0,41.0,,,,,10.0,280.0,,38086160.02,,,783755340.3,
11042,463,TAPE,17,ELECTRICAL,834559,06-Apr-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,28.0,,,,,5.0,25170,25170,PVC TAPE BLUE (Consumable-Local),NOS,140.0,30.0,,,,,10.0,280.0,,38086160.02,,,783755340.3,
11044,463,TAPE,17,ELECTRICAL,843326,18-May-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,28.0,,,,,10.0,11000,11000,PVC TAPE RED NITTO (Consumable-Local),PCS,280.0,101.0,,,,,40.0,1120.0,,38086160.02,,,783755340.3,
11045,463,TAPE,17,ELECTRICAL,843326,18-May-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,28.0,,,,,10.0,25170,25170,PVC TAPE BLUE (Consumable-Local),NOS,280.0,10.0,,,,,40.0,1120.0,,38086160.02,,,783755340.3,
11046,463,TAPE,17,ELECTRICAL,843326,18-May-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,28.0,,,,,10.0,11001,11001,PVC TAPE YELLOW (Consumable-Local),PCS,280.0,0.0,,,,,40.0,1120.0,,38086160.02,,,783755340.3,
11047,463,TAPE,17,ELECTRICAL,843326,18-May-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,28.0,,,,,10.0,10998,10998,PVC TAPE BLACK NITTO (Consumable-Local),PCS,280.0,116.0,,,,,40.0,1120.0,,38086160.02,,,783755340.3,
11185,476,TIE,17,ELECTRICAL,834559,06-Apr-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,187.5,,,,,10.0,2254,2254,"CABLE TIE 12"" (Consumable-Local)",PKT,1875.0,30.0,,,,,10.0,1875.0,,38086160.02,,,783755340.3,
11263,499,VALVE,18,MECHANICAL,860495,28-Jul-21,,,90263,90263,YTML-Stitching-YTM-07- Bldg C-General-General,,,8550.0,,,,,1.0,6576421001,6576421001,"AUTOMATIC ELECTRONIC DRAIN VALVE WITH TIMER, SIZE: 1/2"", VOLTAGES: 220 VAC, (---) (L-C) (Consumable-Local)",NOS,8550.0,1.0,,,,,1.0,8550.0,,38086160.02,,,783755340.3,
