,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
1717,144,CROCKERY,21,GENERAL MATERIAL,886430,09-Nov-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,377.25,,,YTM-7 A-BUILDING EWH OFFICE USE,,6.0,41880,41880,PLATE SMALL SIZE (GOOD QUALITY) FOR GUEST/CUSTOMER (Consumable-Local),NOS,2263.5,0.0,,,,,12.0,2659.5,,38086160.02,,,783755340.3,
1842,159,DISPENSER,21,GENERAL MATERIAL,890536,25-Nov-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,15348.0,,,FOR YTM-7 BARCODE TEAM (FOR OFFICE USE),,1.0,18156,18156,WATER DISPENSER (Consumable-Local),NOS,15348.0,0.0,,,,,1.0,15348.0,,38086160.02,,,783755340.3,
1945,189,FILE,20,STATIONARY,774138,05-Aug-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,72.0,,,,,6.0,5005,5005,FIBRE PAPER CLIP FILE (Consumable-Local),NOS,432.0,0.0,,,,,6.0,432.0,,38086160.02,,,783755340.3,
1965,189,FILE,20,STATIONARY,792267,23-Oct-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,72.0,,,,,5.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,360.0,77.0,,,,,9.0,712.8,,38086160.02,,,783755340.3,
1966,189,FILE,20,STATIONARY,792267,23-Oct-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,88.2,,,,,4.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,352.8,30.0,,,,,9.0,712.8,,38086160.02,,,783755340.3,
1993,189,FILE,20,STATIONARY,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,89.7721,,,,,10.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,897.721,90.0,,,,,20.0,1617.721,,38086160.02,,,783755340.3,
1994,189,FILE,20,STATIONARY,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,72.0,,,,,10.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,720.0,86.0,,,,,20.0,1617.721,,38086160.02,,,783755340.3,
2048,189,FILE,20,STATIONARY,845698,26-May-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,72.0,,,YTM-7 EWH USE,,4.0,5005,5005,FIBRE PAPER CLIP FILE (Consumable-Local),NOS,288.0,7.0,,,,,4.0,288.0,,38086160.02,,,783755340.3,
2071,189,FILE,20,STATIONARY,863276,07-Aug-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,72.0,,,,,10.0,5005,5005,FIBRE PAPER CLIP FILE (Consumable-Local),NOS,720.0,10.0,,,,,10.0,720.0,,38086160.02,,,783755340.3,
2083,189,FILE,20,STATIONARY,873797,21-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,99.0,,,,,10.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,990.0,96.0,,,,,28.0,2340.0,,38086160.02,,,783755340.3,
2084,189,FILE,20,STATIONARY,873797,21-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,75.0,,,,,18.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,1350.0,159.0,,,,,28.0,2340.0,,38086160.02,,,783755340.3,
2109,189,FILE,20,STATIONARY,889904,24-Nov-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,113.9206667,,,DOCUMENTATION USE,,12.0,1600,1600,BOX FILE COMET (Consumable-Local),PCS,1367.048,50.0,,,,,12.0,1367.048,,38086160.02,,,783755340.3,
2145,193,FITTING,19,"HARDWARE MATERIAL, PIPE & FITTINGS",841100,05-May-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,9.464328633,,,,,1500.0,6156321001,6156321001,"PVC CONDUIT PIPE FITTING "" (---) (L-C) (Consumable-Local)",RFT,14196.49295,1495.68,,,,,1500.0,14196.49295,,38086160.02,,,783755340.3,
2506,206,GENERAL,21,GENERAL MATERIAL,774138,05-Aug-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,27.5,,,,,3.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,82.5,10.0,,,,,3.0,82.5,,38086160.02,,,783755340.3,
2571,206,GENERAL,21,GENERAL MATERIAL,792267,23-Oct-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,8.8,,,,,2.0,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,17.6,71.0,,,,,2.0,17.6,,38086160.02,,,783755340.3,
2624,206,GENERAL,21,GENERAL MATERIAL,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,371.4285714,,,,,2.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,742.8571429,18.0,,,,,8.0,925.2811429,,38086160.02,,,783755340.3,
2625,206,GENERAL,21,GENERAL MATERIAL,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,30.404,,,,,6.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,182.424,94.0,,,,,8.0,925.2811429,,38086160.02,,,783755340.3,
2681,206,GENERAL,21,GENERAL MATERIAL,829577,17-Mar-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,30.404,,,FOR YTM-7 EXPORT WAREHOUSE OFFICE USE A-BUILDING & B-BUILDING,,12.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,364.848,30.0,,,,,12.0,364.848,,38086160.02,,,783755340.3,
2711,206,GENERAL,21,GENERAL MATERIAL,841100,05-May-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,170.0,,,,,30.0,19762,19762,INDUSTRIAL POWER PLUG MALE SINGLE PHASE 3 PIN 16A-6H/220-250V (Consumable-Local),PCS,5100.0,0.0,,,,,30.0,5100.0,,38086160.02,,,783755340.3,
2777,206,GENERAL,21,GENERAL MATERIAL,863276,07-Aug-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,374.6130031,,,,,2.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,749.2260062,0.0,,,,,12.0,1541.226006,,38086160.02,,,783755340.3,
2778,206,GENERAL,21,GENERAL MATERIAL,863276,07-Aug-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,99.0,,,,,7.0,18968,18968,BOX FILE KARONA (I NO.320) (Consumable-Local),PCS,693.0,10.0,,,,,12.0,1541.226006,,38086160.02,,,783755340.3,
2779,206,GENERAL,21,GENERAL MATERIAL,863276,07-Aug-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,33.0,,,,,3.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,99.0,0.0,,,,,12.0,1541.226006,,38086160.02,,,783755340.3,
2810,206,GENERAL,21,GENERAL MATERIAL,873797,21-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,33.0,,,,,4.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,132.0,80.0,,,,,5.0,507.0,,38086160.02,,,783755340.3,
2811,206,GENERAL,21,GENERAL MATERIAL,873797,21-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,375.0,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,375.0,18.0,,,,,5.0,507.0,,38086160.02,,,783755340.3,
2825,206,GENERAL,21,GENERAL MATERIAL,874410,24-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,520.0,,,,,9.0,30396,30396,FLOOR MAT - RUBBER   (FOOT MAT) 2'X1-1/2' (Consumable-Local),PCS,4680.0,0.0,,,,,9.0,4680.0,,38086160.02,,,783755340.3,
2862,206,GENERAL,21,GENERAL MATERIAL,886430,09-Nov-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,187.5,,,YTM-7 A-BUILDING EWH OFFICE USE,,6.0,21124,21124,TEA CUP (Consumable-Local),PCS,1125.0,0.0,,,,,6.0,1125.0,,38086160.02,,,783755340.3,
2893,211,GLOVES,21,GENERAL MATERIAL,874410,24-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,105.0,,,,,6.0,12054,12054,"RUBBER GLOVES 12"" YELLOW MULTICARE MALAYSIA (Consumable-Local)",PRS,630.0,0.0,,,,,6.0,630.0,,38086160.02,,,783755340.3,
3336,234,HOOTER,17,ELECTRICAL,788616,08-Oct-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,575.0,,,,,2.0,6726,6726,HOOTER 220 V MINI SIRON (Consumable-Local),NOS,1150.0,10.0,,,,,2.0,1150.0,,38086160.02,,,783755340.3,
3363,246,INK,20,STATIONARY,774138,05-Aug-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,30.0,,,,,3.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,90.0,0.0,,,,,7.0,187.0,,38086160.02,,,783755340.3,
3364,246,INK,20,STATIONARY,774138,05-Aug-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,24.25,,,,,4.0,13897,13897,STAMP PAD INK BLUE (Consumable-Local),NOS,97.0,20.0,,,,,7.0,187.0,,38086160.02,,,783755340.3,
3372,246,INK,20,STATIONARY,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,31.80263889,,,,,24.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,763.2633333,48.0,,,,,28.0,860.2633333,,38086160.02,,,783755340.3,
3373,246,INK,20,STATIONARY,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,24.25,,,,,4.0,13897,13897,STAMP PAD INK BLUE (Consumable-Local),NOS,97.0,4.0,,,,,28.0,860.2633333,,38086160.02,,,783755340.3,
3396,246,INK,20,STATIONARY,845698,26-May-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,32.99013889,,,YTM-7 EWH USE,,2.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,65.98027778,0.0,,,,,2.0,65.98027778,,38086160.02,,,783755340.3,
3406,246,INK,20,STATIONARY,863276,07-Aug-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,36.5,,,,,3.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,109.5,0.0,,,,,3.0,109.5,,38086160.02,,,783755340.3,
3412,246,INK,20,STATIONARY,873797,21-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,36.5,,,,,12.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,438.0,43.0,,,,,18.0,591.0,,38086160.02,,,783755340.3,
3413,246,INK,20,STATIONARY,873797,21-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,25.5,,,,,6.0,13896,13896,STAMP PAD INK BLACK (Consumable-Local),BOT,153.0,30.0,,,,,18.0,591.0,,38086160.02,,,783755340.3,
3505,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,185.0,,,,,2.0,22799,22799,AIR FRESHNER LOTION ADMIRE 400ML (Consumable-Local),BOT,370.0,21.0,,,,,2.0,370.0,,38086160.02,,,783755340.3,
3543,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,873797,21-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,185.0,,,,,1.0,22799,22799,AIR FRESHNER LOTION ADMIRE 400ML (Consumable-Local),BOT,185.0,28.0,,,,,1.0,185.0,,38086160.02,,,783755340.3,
4098,283,MACHINE,1,PLANT & MACHINERY,858042,14-Jul-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,19000.0,,,,,1.0,6837421038,6837421038,"LABEL REWINDERS MACHINE MC-11"" - LOW-COST (ZEBRA) (L-C) (Consumable-Local)",NOS,19000.0,0.0,,,,,1.0,19000.0,,38086160.02,,,783755340.3,
4254,295,METER,17,ELECTRICAL,884411,09-Nov-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,750.0,,,FOR YTM-7 EWH,,5.0,7257721001,7257721001,HUMIDITY & TEMPERATURE METER (HTC) (---) (L-C) (Consumable-Local),NOS,3750.0,0.0,,,,,5.0,3750.0,,38086160.02,,,783755340.3,
7130,309,OIL,12,"LUBRICATION, OIL GREASE, & CHEMICAL",871416,11-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,1068.0,,,FORK LIFTER USE,,4.0,8952,8952,OIL (SEA-15W-40) DURON ENGINE OIL (Consumable-Local),LTR,4272.0,0.0,,,,,4.0,4272.0,,38086160.02,,,783755340.3,
7132,309,OIL,12,"LUBRICATION, OIL GREASE, & CHEMICAL",885650,08-Nov-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,812.0,,,FORK LIFTER USE,,40.0,33884,33884,HYDROLIC OIL AW - 46 HYDREX (PETRO CANADA) (Consumable-Local),LTR,32480.0,0.0,,,,,40.0,32480.0,,38086160.02,,,783755340.3,
7134,309,OIL,21,GENERAL MATERIAL,878549,12-Oct-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,548.8,,,FOR YTM-7 FORK LIFTER USE,,1.0,1687,1687,BRAKE OIL 355 CC PACK SEIKEN (Consumable-Local),TIN,548.8,3.0,,,,,1.0,548.8,,38086160.02,,,783755340.3,
7135,309,OIL,21,GENERAL MATERIAL,885650,08-Nov-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,548.8,,,FORK LIFTER USE,,3.0,1687,1687,BRAKE OIL 355 CC PACK SEIKEN (Consumable-Local),TIN,1646.4,0.0,,,,,3.0,1646.4,,38086160.02,,,783755340.3,
7193,318,PAINT,19,"HARDWARE MATERIAL, PIPE & FITTINGS",874410,24-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,455.0,,,,,54.0,9007,9007,ROAD PAINT YELLOW FLORESCENT 4 LTR. PACK KANSAI (Consumable-Local),LTR,24570.0,7.48,,,,,54.0,24570.0,,38086160.02,,,783755340.3,
7209,319,PALLET,10,PACKING MATERIAL,758145,03-Jun-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,835.0,,,,,500.0,40267,40267,"WOODEN PALLET 43"" X 43"" X 5'' (FOUR SIDE LIFTING) (Consumable-Local)",NOS,417500.0,0.0,,,,,500.0,417500.0,,38086160.02,,,783755340.3,
7210,319,PALLET,10,PACKING MATERIAL,781123,07-Sep-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,835.0,,,FOR YTM-7 EWH,,500.0,40267,40267,"WOODEN PALLET 43"" X 43"" X 5'' (FOUR SIDE LIFTING) (Consumable-Local)",NOS,417500.0,0.0,,,,,500.0,417500.0,,38086160.02,,,783755340.3,
7215,319,PALLET,10,PACKING MATERIAL,829532,22-Mar-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,910.0,,,YTM-7 EWH,,125.0,40267,40267,"WOODEN PALLET 43"" X 43"" X 5'' (FOUR SIDE LIFTING) (Consumable-Local)",NOS,113750.0,0.0,,,,,125.0,113750.0,,38086160.02,,,783755340.3,
7216,319,PALLET,10,PACKING MATERIAL,844200,22-May-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,910.0,,,,,100.0,40267,40267,"WOODEN PALLET 43"" X 43"" X 5'' (FOUR SIDE LIFTING) (Consumable-Local)",NOS,91000.0,0.0,,,,,100.0,91000.0,,38086160.02,,,783755340.3,
7217,319,PALLET,10,PACKING MATERIAL,861914,06-Aug-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,910.0,,,FOR CARTONS STACKING USE YTM-7 EWH,,950.0,40267,40267,"WOODEN PALLET 43"" X 43"" X 5'' (FOUR SIDE LIFTING) (Consumable-Local)",NOS,864500.0,0.0,,,,,950.0,864500.0,,38086160.02,,,783755340.3,
7218,319,PALLET,10,PACKING MATERIAL,864055,16-Aug-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,910.0,,,FOR CARTONS STACKING USE,,250.0,40267,40267,"WOODEN PALLET 43"" X 43"" X 5'' (FOUR SIDE LIFTING) (Consumable-Local)",NOS,227500.0,500.0,,,,,250.0,227500.0,,38086160.02,,,783755340.3,
7219,319,PALLET,10,PACKING MATERIAL,865316,17-Aug-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,910.0,,,FOR YTM-7 EWH USE,,500.0,40267,40267,"WOODEN PALLET 43"" X 43"" X 5'' (FOUR SIDE LIFTING) (Consumable-Local)",NOS,455000.0,0.0,,,,,500.0,455000.0,,38086160.02,,,783755340.3,
7241,322,PAPER,20,STATIONARY,785730,28-Sep-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,410.25,,,,,5.0,6468121002,6468121002,PHOTOCOPY PAPER A-4 GSM 70 (....) (L-C) (Consumable-Local),NOS,2051.25,41.0,,,,,5.0,2051.25,,38086160.02,,,783755340.3,
7273,322,PAPER,20,STATIONARY,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,410.25,,,,,5.0,6468121002,6468121002,PHOTOCOPY PAPER A-4 GSM 70 (....) (L-C) (Consumable-Local),NOS,2051.25,135.0,,,,,5.0,2051.25,,38086160.02,,,783755340.3,
7289,322,PAPER,20,STATIONARY,817955,02-Feb-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,410.25,,,,,5.0,6468121002,6468121002,PHOTOCOPY PAPER A-4 GSM 70 (....) (L-C) (Consumable-Local),NOS,2051.25,90.0,,,,,5.0,2051.25,,38086160.02,,,783755340.3,
7309,322,PAPER,20,STATIONARY,829577,17-Mar-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,410.25,,,FOR YTM-7 EXPORT WAREHOUSE OFFICE USE A-BUILDING & B-BUILDING,,5.0,6468121002,6468121002,PHOTOCOPY PAPER A-4 GSM 70 (....) (L-C) (Consumable-Local),NOS,2051.25,42.0,,,,,5.0,2051.25,,38086160.02,,,783755340.3,
7330,322,PAPER,20,STATIONARY,845698,26-May-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,437.6,,,YTM-7 EWH USE,,5.0,6468121002,6468121002,PHOTOCOPY PAPER A-4 GSM 70 (....) (L-C) (Consumable-Local),NOS,2188.0,10.0,,,,,5.0,2188.0,,38086160.02,,,783755340.3,
7379,322,PAPER,20,STATIONARY,874879,25-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,448.7,,,FOR PRINT USE,,3.0,6468121002,6468121002,PHOTOCOPY PAPER A-4 GSM 70 (....) (L-C) (Consumable-Local),NOS,1346.1,71.0,,,,,3.0,1346.1,,38086160.02,,,783755340.3,
7381,322,PAPER,20,STATIONARY,874916,25-Sep-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,448.7,,,FOR GATE PASS PRINTOUT USE,,15.0,6468121002,6468121002,PHOTOCOPY PAPER A-4 GSM 70 (....) (L-C) (Consumable-Local),NOS,6730.5,71.0,,,,,15.0,6730.5,,38086160.02,,,783755340.3,
7396,322,PAPER,20,STATIONARY,879834,15-Oct-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,448.7,,,FOR PRINTING USE,,5.0,6468121002,6468121002,PHOTOCOPY PAPER A-4 GSM 70 (....) (L-C) (Consumable-Local),NOS,2243.5,2.0,,,,,5.0,2243.5,,38086160.02,,,783755340.3,
7481,333,PIPE,18,MECHANICAL,856563,10-Jul-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,28.0,,,,,100.0,30591,30591,PNEUMATIC PIPE 8 MM SANGA KOREA (Consumable-Local),RFT,2800.0,2100.0,,,,,100.0,2800.0,,38086160.02,,,783755340.3,
7656,337,PLATE,21,GENERAL MATERIAL,886430,09-Nov-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,368.5,,,YTM-7 A-BUILDING EWH OFFICE USE,,6.0,16502,16502,PLATE (RICE PLATE) (Consumable-Local),NOS,2211.0,0.0,,,,,6.0,2211.0,,38086160.02,,,783755340.3,
8853,350,PRINTER ACCESSORIES,13,COMPUTERS & ACCESSORIES,860360,30-Jul-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,47000.0,,,YASIR AHMED,,2.0,6615621004,6615621004,PRINTER HEAD MODEL# ZM400 (300 DPI) (ZEBRA) (L-C) (Consumable-Local),NOS,94000.0,0.0,,,,,2.0,94000.0,,38086160.02,,,783755340.3,
8881,350,PRINTER ACCESSORIES,13,COMPUTERS & ACCESSORIES,883585,28-Oct-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,47000.0,,,FOR YTM-7 EWH BARCODE,,4.0,6615621004,6615621004,PRINTER HEAD MODEL# ZM400 (300 DPI) (ZEBRA) (L-C) (Consumable-Local),NOS,188000.0,0.0,,,,,4.0,188000.0,,38086160.02,,,783755340.3,
8888,350,PRINTER ACCESSORIES,20,STATIONARY,799118,19-Nov-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,620.415,,,,,1.0,33379,33379,RECYCLING OF TONER HP LASER JET PRO 400 HP (80-A) (Consumable-Local),NOS,620.415,3.0,,,,,1.0,620.415,,38086160.02,,,783755340.3,
8894,350,PRINTER ACCESSORIES,20,STATIONARY,805120,19-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,620.1383333,,,,,1.0,33379,33379,RECYCLING OF TONER HP LASER JET PRO 400 HP (80-A) (Consumable-Local),NOS,620.1383333,1.0,,,,,1.0,620.1383333,,38086160.02,,,783755340.3,
8902,350,PRINTER ACCESSORIES,20,STATIONARY,817955,02-Feb-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,620.0,,,,,1.0,33379,33379,RECYCLING OF TONER HP LASER JET PRO 400 HP (80-A) (Consumable-Local),NOS,620.0,2.0,,,,,1.0,620.0,,38086160.02,,,783755340.3,
