,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
191,32,BELT,11,SPARE PARTS,846407,29-May-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,4.162074554,,,,,94.0,20886,20886,SHARPING BELT (CUTTING MACHINE) (Consumable-Local),PCS,391.2350081,0.0,,,,,94.0,391.2350081,,38086160.02,,,783755340.3,
192,32,BELT,11,SPARE PARTS,849246,09-Jun-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,750.0,,,,,2.0,43687,43687,ROUND OPTI BELT PJ-406 (PIPING CUTTER) (Consumable-Local),NOS,1500.0,3.0,,,,,2.0,1500.0,,38086160.02,,,783755340.3,
195,32,BELT,11,SPARE PARTS,865413,17-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,4.2,,,,,400.0,20886,20886,SHARPING BELT (CUTTING MACHINE) (Consumable-Local),PCS,1680.0,1000.0,,,,,400.0,1680.0,,38086160.02,,,783755340.3,
197,32,BELT,11,SPARE PARTS,873927,21-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,4.2,,,,,200.0,20886,20886,SHARPING BELT (CUTTING MACHINE) (Consumable-Local),PCS,840.0,700.0,,,,,200.0,840.0,,38086160.02,,,783755340.3,
198,32,BELT,11,SPARE PARTS,875154,27-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,750.0,,,,,2.0,43687,43687,ROUND OPTI BELT PJ-406 (PIPING CUTTER) (Consumable-Local),NOS,1500.0,5.0,,,,,2.0,1500.0,,38086160.02,,,783755340.3,
199,32,BELT,11,SPARE PARTS,878206,09-Oct-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,750.0,,,,,1.0,43687,43687,ROUND OPTI BELT PJ-406 (PIPING CUTTER) (Consumable-Local),NOS,750.0,4.0,,,,,1.0,750.0,,38086160.02,,,783755340.3,
201,32,BELT,11,SPARE PARTS,879612,13-Oct-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,750.0,,,,,2.0,43687,43687,ROUND OPTI BELT PJ-406 (PIPING CUTTER) (Consumable-Local),NOS,1500.0,2.0,,,,,2.0,1500.0,,38086160.02,,,783755340.3,
202,32,BELT,11,SPARE PARTS,881022,18-Oct-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,4.2,,,,,200.0,20886,20886,SHARPING BELT (CUTTING MACHINE) (Consumable-Local),PCS,840.0,475.0,,,,,200.0,840.0,,38086160.02,,,783755340.3,
203,32,BELT,11,SPARE PARTS,886160,08-Nov-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,4.2,,,,,200.0,20886,20886,SHARPING BELT (CUTTING MACHINE) (Consumable-Local),PCS,840.0,275.0,,,,,200.0,840.0,,38086160.02,,,783755340.3,
205,32,BELT,11,SPARE PARTS,889971,23-Nov-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,4.2,,,without replacment,,225.0,20886,20886,SHARPING BELT (CUTTING MACHINE) (Consumable-Local),PCS,945.0,0.0,,,,,225.0,945.0,,38086160.02,,,783755340.3,
210,32,BELT,18,MECHANICAL,849246,09-Jun-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,133.0,,,,,1.0,39089,39089,V-BELT A-34 (Consumable-Local),NOS,133.0,9.0,,,,,1.0,133.0,,38086160.02,,,783755340.3,
230,34,BIN,15,FURNITURE & FIXTURES,815224,22-Jan-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,15000.0,,,,,6.0,28356,28356,"WASTAGE IRON BINS 48"" X 48"" X 48"" (Fixed-Local)",NOS,90000.0,0.0,,,,,6.0,90000.0,,38086160.02,,,783755340.3,
265,35,BIT,16,TOOLS & INSTRUMENTS,852839,24-Jun-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,64.35,,,,,1.0,6651,6651,HILTI DRILL BIT 5 MM (Consumable-Local),PCS,64.35,1.0,,,,,2.0,154.35,,38086160.02,,,783755340.3,
266,35,BIT,16,TOOLS & INSTRUMENTS,852839,24-Jun-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,90.0,,,,,1.0,24451,24451,HILTI DRILL BIT 6 X 100 MM GERMANY (Consumable-Local),NOS,90.0,1.0,,,,,2.0,154.35,,38086160.02,,,783755340.3,
275,36,BLADE,18,MECHANICAL,869856,06-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,69842.505,,,,,1.0,7188211001,7188211001,"N1 BLADE, DIA=350MM, PART NO# 2_RC-A-001 H.S. 8211 9400 (---) (I-C) (Consumable-Imported)",NOS,69842.505,0.0,,,,,1.0,69842.505,,38086160.02,,,783755340.3,
276,36,BLADE,18,MECHANICAL,870152,06-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,69842.505,,,,,1.0,7188211001,7188211001,"N1 BLADE, DIA=350MM, PART NO# 2_RC-A-001 H.S. 8211 9400 (---) (I-C) (Consumable-Imported)",NOS,69842.505,0.0,,,,,1.0,69842.505,,38086160.02,,,783755340.3,
278,38,BLIND,21,GENERAL MATERIAL,808759,29-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,15500.0,,,FOR OFFFICES,,6.0,6607221001,6607221001,"WINDOW BLIND IZE 102""X92"" BLACK,HIGH QUALITY (---) (L-C) (Consumable-Local)",SET,93000.0,0.0,,,,,6.0,93000.0,,38086160.02,,,783755340.3,
296,41,BOARD,21,GENERAL MATERIAL,864600,17-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,1175.0,,,,,7.0,54019,54019,SOFT BOARD GREEN 3' X 4' (Consumable-Local),NOS,8225.0,0.0,,,,,7.0,8225.0,,38086160.02,,,783755340.3,
579,45,BOLT/NUT,19,"HARDWARE MATERIAL, PIPE & FITTINGS",847222,02-Jun-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,28.0,,,,,23.0,11065,11065,RAWAL BOLT 10X70 (Consumable-Local),NOS,644.0,0.0,,,,,23.0,644.0,,38086160.02,,,783755340.3,
975,53,BREAKER,17,ELECTRICAL,873569,20-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,4800.0,,,,,1.0,5687421004,5687421004,CIRCUIT BREAKER 40AMP 3-POLE 6KV IEC 60947-2 (MCCB) (SCHNEIDER) (L-C) (Consumable-Local),NOS,4800.0,2.0,,,,,1.0,4800.0,,38086160.02,,,783755340.3,
994,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",845719,28-May-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,330.0,,,,,2.0,17044,17044,"PAINT BRUSH 4"" ELITE (Consumable-Local)",NOS,660.0,8.0,,,,,4.0,940.0,,38086160.02,,,783755340.3,
995,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",845719,28-May-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,140.0,,,,,2.0,30055,30055,"PAINT BRUSH 2""  ELITE (Consumable-Local)",NOS,280.0,10.0,,,,,4.0,940.0,,38086160.02,,,783755340.3,
1007,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",866767,24-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,330.0,,,,,1.0,17044,17044,"PAINT BRUSH 4"" ELITE (Consumable-Local)",NOS,330.0,1.0,,,,,1.0,330.0,,38086160.02,,,783755340.3,
1008,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",868122,30-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,230.0,,,,,3.0,30056,30056,"PAINT BRUSH 3"" ELITE (Consumable-Local)",NOS,690.0,12.0,,,,,4.0,1020.0,,38086160.02,,,783755340.3,
1009,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",868122,30-Aug-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,330.0,,,,,1.0,17044,17044,"PAINT BRUSH 4"" ELITE (Consumable-Local)",NOS,330.0,0.0,,,,,4.0,1020.0,,38086160.02,,,783755340.3,
1019,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",876476,01-Oct-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,230.0,,,,,1.0,30056,30056,"PAINT BRUSH 3"" ELITE (Consumable-Local)",NOS,230.0,6.0,,,,,1.0,230.0,,38086160.02,,,783755340.3,
1024,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",887563,13-Nov-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,330.0,,,,,1.0,29694,29694,"PAINT BRUSH 4"" BLACK CAT  DOUBLE PLY (Consumable-Local)",NOS,330.0,0.0,,,,,3.0,1110.0,,38086160.02,,,783755340.3,
1025,58,BRUSH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",887563,13-Nov-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,390.0,,,,,2.0,43804,43804,"PAINT BRUSH 3"" UNIVERSAL DIAMOND (Consumable-Local)",NOS,780.0,3.0,,,,,3.0,1110.0,,38086160.02,,,783755340.3,
1045,60,BULB/LIGHT/LAMP,17,ELECTRICAL,814138,19-Jan-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,5500.0,,,,,25.0,6540722001,6540722001,LED PANEL LIGHT 2'X2' (---) (L-F) (Fixed-Local),NOS,137500.0,100.0,,,,,25.0,137500.0,,38086160.02,,,783755340.3,
1051,60,BULB/LIGHT/LAMP,17,ELECTRICAL,822598,17-Feb-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,6000.0,,,,,14.0,6837522017,6837522017,LED/SMD FLOOD LIGHT 100WATT (OSAKA) (L-F) (Fixed-Local),NOS,84000.0,24.0,,,,,14.0,84000.0,,38086160.02,,,783755340.3,
1055,60,BULB/LIGHT/LAMP,17,ELECTRICAL,825334,16-Mar-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,1100000.0,,,,,1.0,6687622001,6687622001,"SPECTRA LIGHT QC (D65/U35/TL84/CWF/UV/HR/A) 230V WITHOUT REMOTE CONTROL INCLUDES LUMINAIRE, BOOTH,USB CABLE AND USER SOFTWARE PART # SPQS65CBDEN7 (---) (L-F) (Fixed-Local)",SET,1100000.0,1.0,,,,,1.0,1100000.0,,38086160.02,,,783755340.3,
1069,60,BULB/LIGHT/LAMP,17,ELECTRICAL,838996,24-Apr-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,6000.0,,,,,14.0,6752822001,6752822001,"LED FLOOD LIGHT 100W, 6000K, IP-65 (---) (L-F) (Fixed-Local)",NOS,84000.0,1.0,,,,,14.0,84000.0,,38086160.02,,,783755340.3,
1072,60,BULB/LIGHT/LAMP,17,ELECTRICAL,845379,25-May-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,5800.0,,,,,4.0,7686922001,7686922001,"PANEL LIGHT 2X2"" (---) (L-F) (Fixed-Local)",NOS,23200.0,16.0,,,,,4.0,23200.0,,38086160.02,,,783755340.3,
1080,60,BULB/LIGHT/LAMP,17,ELECTRICAL,857628,13-Jul-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,1170.0,,,,,50.0,6845422001,6845422001,"LIGHT TUBE ROD 18W, T8/2300LM (---) (L-F) (Fixed-Local)",NOS,58500.0,150.0,,,,,50.0,58500.0,,38086160.02,,,783755340.3,
1233,68,CABLE,17,ELECTRICAL,881748,23-Oct-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,1950.0,,,,,180.0,7879621001,7879621001,FLEXIBLE CABLE 25MM 3 CORE (---) (L-C) (Consumable-Local),MTR,351000.0,0.0,,,,,180.0,351000.0,,38086160.02,,,783755340.3,
1250,77,CAPACITOR,17,ELECTRICAL,854951,03-Jul-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,850.0,,,,,2.0,21580,21580,CAPACITOR (RUNNING CAPACITOR) 50UF (Consumable-Local),NOS,1700.0,0.0,,,,,4.0,2650.0,,38086160.02,,,783755340.3,
1251,77,CAPACITOR,17,ELECTRICAL,854951,03-Jul-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,475.0,,,,,2.0,26140,26140,CAPACITOR 60 UF 370 V AC FUJI (Consumable-Local),NOS,950.0,0.0,,,,,4.0,2650.0,,38086160.02,,,783755340.3,
1253,77,CAPACITOR,17,ELECTRICAL,881748,23-Oct-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,90.0,,,,,28.0,22868,22868,CAPACITOR 3.5 UF FUJI (Consumable-Local),PCS,2520.0,0.0,,,,,28.0,2520.0,,38086160.02,,,783755340.3,
1285,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,873434,20-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,2000.0,,,,,2.0,7737321003,7737321003,TONER LASER JET - 26-A (REFURBISHED) (HP) (L-C) (Consumable-Local),NOS,4000.0,0.0,,,,,2.0,4000.0,,38086160.02,,,783755340.3,
1296,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,885719,06-Nov-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,1200.0,,,,,1.0,7378321001,7378321001,RECYCLING OF  TONER 44-A BLACK (---) (L-C) (Consumable-Local),NOS,1200.0,0.0,,,,,1.0,1200.0,,38086160.02,,,783755340.3,
1298,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,889181,19-Nov-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,1200.0,,,,,2.0,7378321001,7378321001,RECYCLING OF  TONER 44-A BLACK (---) (L-C) (Consumable-Local),NOS,2400.0,1.0,,,,,2.0,2400.0,,38086160.02,,,783755340.3,
1303,89,CHAIR,15,FURNITURE & FIXTURES,844273,21-May-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,9850.0,,,,,15.0,2159922001,2159922001,CHAIR LOW-BACK REVOLVING BLACK LEATHER MASTER AURA (---) (L-F) (Fixed-Local),NOS,147750.0,0.0,,,,,15.0,147750.0,,38086160.02,,,783755340.3,
1313,89,CHAIR,21,GENERAL MATERIAL,876567,01-Oct-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,9850.0,,,,,6.0,7516422001,7516422001,AERON LITE MESH CHAIR (---) (L-F) (Fixed-Local),NOS,59100.0,30.0,,,,,6.0,59100.0,,38086160.02,,,783755340.3,
1360,101,CLAMP,21,GENERAL MATERIAL,810455,02-Jan-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,1650.0,,,,,50.0,34295,34295,RANGE CLAMP FOR CUTTING DEPARTMENT FORMANUAL TABLE (Consumable-Local),NOS,82500.0,0.0,,,,,50.0,82500.0,,38086160.02,,,783755340.3,
1643,107,CLOSER,19,"HARDWARE MATERIAL, PIPE & FITTINGS",869670,04-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,1320.0,,,,,1.0,4119,4119,DOOR CLOSER MODEL KTC (KGI) (Consumable-Local),NOS,1320.0,6.0,,,,,1.0,1320.0,,38086160.02,,,783755340.3,
1645,107,CLOSER,19,"HARDWARE MATERIAL, PIPE & FITTINGS",890203,24-Nov-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,1320.0,,,without replacement,,1.0,4119,4119,DOOR CLOSER MODEL KTC (KGI) (Consumable-Local),NOS,1320.0,2.0,,,,,1.0,1320.0,,38086160.02,,,783755340.3,
1652,117,COMPRESSOR,17,ELECTRICAL,806914,23-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,18500.0,,,,,2.0,28558,28558,"COMPRESSOR ROTARY TYPE 2-TON 24000 BTU LRA63 220V, 50HZ MITSUBISHI (Consumable-Local)",NOS,37000.0,4.0,,,,,2.0,37000.0,,38086160.02,,,783755340.3,
1696,144,CROCKERY,21,GENERAL MATERIAL,816006,23-Jan-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,65.0,,,,,6.0,16910,16910,SPOON (TEA SPOON) (Consumable-Local),NOS,390.0,0.0,,,,,6.0,390.0,,38086160.02,,,783755340.3,
1751,146,CUTTER,16,TOOLS & INSTRUMENTS,824286,25-Feb-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,7429.0,,,,,1.0,5599921001,5599921001,MINI HAND DRILL 12V DC MODEL # PT-1201F (---) (Consumable-Local),NOS,7429.0,2.0,,,,,1.0,7429.0,,38086160.02,,,783755340.3,
1791,156,DISC,16,TOOLS & INSTRUMENTS,825778,03-Mar-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,179.6466667,,,,,4.0,6148,6148,"GRINDING DISC 4"" FLEXOVIT (Consumable-Local)",PCS,718.5866667,8.0,,,,,4.0,718.5866667,,38086160.02,,,783755340.3,
1796,156,DISC,16,TOOLS & INSTRUMENTS,870761,09-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,179.6466859,,,,,2.0,6148,6148,"GRINDING DISC 4"" FLEXOVIT (Consumable-Local)",PCS,359.2933717,28.0,,,,,2.0,359.2933717,,38086160.02,,,783755340.3,
1797,156,DISC,16,TOOLS & INSTRUMENTS,871841,13-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,179.6466859,,,,,10.0,6148,6148,"GRINDING DISC 4"" FLEXOVIT (Consumable-Local)",PCS,1796.466859,18.0,,,,,10.0,1796.466859,,38086160.02,,,783755340.3,
1814,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",825778,03-Mar-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,415.0,,,,,6.0,3767,3767,"CUTTING DISC 14"" (Consumable-Local)",NOS,2490.0,10.0,,,,,44.0,6594.0,,38086160.02,,,783755340.3,
1815,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",825778,03-Mar-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,108.0,,,,,38.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,4104.0,0.0,,,,,44.0,6594.0,,38086160.02,,,783755340.3,
1826,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",857639,13-Jul-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,108.0,,,,,100.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,10800.0,100.0,,,,,100.0,10800.0,,38086160.02,,,783755340.3,
1829,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",871841,13-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,119.762,,,,,50.0,40900,40900,CUTTING DISC SIZE 125 X 1 MM 5 X 3/64 X 7/8 MM RHODIUS (PROLINE) FOR BABY GRINDER (Consumable-Local),NOS,5988.1,0.0,,,,,50.0,5988.1,,38086160.02,,,783755340.3,
1830,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",871909,13-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,108.0,,,,,75.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,8100.0,100.0,,,,,75.0,8100.0,,38086160.02,,,783755340.3,
1834,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",889181,19-Nov-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,108.0,,,,,50.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,5400.0,0.0,,,,,50.0,5400.0,,38086160.02,,,783755340.3,
1845,159,DISPENSER,22,ELECTRICAL EQUIPMENT,809294,29-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,12735.04,,,,,1.0,23967,23967,"WATER DISPENSER OWD-531, HOT TANK CAPACITY 1.4LTR, COOL TANK CAPACITY 3.5LTR REFREGRENT BOX 19.5LTR ORIENT (Fixed-Local)",NOS,12735.04,0.0,,,,,1.0,12735.04,,38086160.02,,,783755340.3,
1873,173,ELBOW,19,"HARDWARE MATERIAL, PIPE & FITTINGS",808741,26-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,63.7,,,,,15.0,51561,51561,"M.S ELBOW 1""  WELDED (Consumable-Local)",NOS,955.5,0.0,,,,,15.0,955.5,,38086160.02,,,783755340.3,
1912,181,ENVELOP,20,STATIONARY,807075,22-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,0.899904,,,,,5000.0,22466,22466,"ENVELOPE 9""X4"" BROWN PLAIN (SALARY) (Consumable-Local)",PCS,4499.52,0.0,,,,,5000.0,4499.52,,38086160.02,,,783755340.3,
1932,185,FAN,17,ELECTRICAL,875585,30-Sep-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,5200.0,,,,,1.0,7658822009,7658822009,"BRACKET FAN 18"" (PAK) (L-F) (Fixed-Local)",NOS,5200.0,9.0,,,,,1.0,5200.0,,38086160.02,,,783755340.3,
1969,189,FILE,20,STATIONARY,792371,24-Oct-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,72.0,,,,,5.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,360.0,72.0,,,,,10.0,720.0,,38086160.02,,,783755340.3,
1970,189,FILE,20,STATIONARY,792371,24-Oct-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,72.0,,,,,5.0,5005,5005,FIBRE PAPER CLIP FILE (Consumable-Local),NOS,360.0,35.0,,,,,10.0,720.0,,38086160.02,,,783755340.3,
1996,189,FILE,20,STATIONARY,808255,26-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,165.0,,,,,5.0,1602,1602,BOX FILE EXECUTIVE LARGE EAGLE (Consumable-Local),NOS,825.0,9.0,,,,,46.0,4043.5815,,38086160.02,,,783755340.3,
